TranDate,Account,Dept,Sum of Amount
03/09/2022,61570,208,451.95
03/09/2022,86270,223,323.68
03/09/2022,62099,273,11.82
03/09/2022,62560,180,12.78
03/09/2022,66040,245,52.73
03/09/2022,65730,192,1.19
03/09/2022,81310,295,168.75
03/09/2022,65550,294,896.82
03/09/2022,62530,183,94.45
03/09/2022,65600,243,256.65
03/09/2022,61550,231,309.05
03/09/2022,65610,287,"1,149.72"
03/09/2022,61510,261,148.91
03/09/2022,65660,276,166.72
03/09/2022,73020,291,218.78
03/09/2022,66070,208,6.92
03/09/2022,73010,150,406.4
03/09/2022,64010,156,28.9
03/09/2022,65760,291,7.69
03/09/2022,66090,160,33.26
03/09/2022,65650,260,613.36
03/09/2022,66030,218,19.8
03/09/2022,63050,226,185.97
03/09/2022,62010,273,629.54
03/09/2022,86350,279,93.08
03/09/2022,81090,230,974.21
03/09/2022,65900,232,15.68
03/09/2022,68060,188,31.19
03/09/2022,68060,261,44.66
03/09/2022,62510,246,200.67
03/09/2022,66520,266,44.51
03/09/2022,65730,164,2.16
03/09/2022,65690,258,88.74
03/09/2022,62560,279,23.43
03/09/2022,66080,188,6.35
03/09/2022,65590,215,45.65
03/09/2022,62010,202,769.44
03/09/2022,66010,173,70.9
03/09/2022,81060,247,"2,068.72"
03/09/2022,64010,181,60.42
03/09/2022,65730,162,1.31
03/09/2022,63050,191,146.45
03/09/2022,61510,218,166.14
03/09/2022,66510,174,62.06
03/09/2022,64020,286,3.77
03/09/2022,73030,159,"1,106.26"
03/09/2022,65650,276,286.24
03/09/2022,62550,260,42.85
03/09/2022,62010,228,728.94
03/09/2022,65600,221,329.98
03/09/2022,65550,271,"1,494.69"
03/09/2022,65760,265,5.98
03/09/2022,62510,191,232.35
03/09/2022,62010,252,695.81
03/09/2022,61540,285,43.09
03/09/2022,65550,181,996.46
03/09/2022,62560,232,9.38
03/09/2022,81110,276,142.58
03/09/2022,66100,231,10.87
03/09/2022,68060,185,47.3
03/09/2022,81350,244,12.72
03/09/2022,66020,150,774.86
03/09/2022,66530,162,2.77
03/09/2022,66010,190,61.23
03/09/2022,66510,239,78.85
03/09/2022,61540,230,52.04
03/09/2022,66070,214,12.73
03/09/2022,66080,265,9.45
03/09/2022,66040,259,25.78
03/09/2022,66050,251,86.18
03/09/2022,73030,274,149.15
03/09/2022,61570,291,168.84
03/09/2022,62020,191,"1,485.13"
03/09/2022,65750,279,"1,274.53"
03/09/2022,86100,230,132.81
03/09/2022,72120,163,"3,221.84"
03/09/2022,68060,264,32.93
03/09/2022,61510,233,76.81
03/09/2022,65600,155,366.65
03/09/2022,64020,163,7.3
03/09/2022,61540,248,67.41
03/09/2022,81220,237,401.01
03/09/2022,66130,214,73.32
03/09/2022,65540,205,476.91
03/09/2022,62099,226,20.53
03/09/2022,66070,276,16.4
03/09/2022,66030,212,10.89
03/09/2022,64020,262,6.63
03/09/2022,64020,168,6.54
03/09/2022,61560,246,108.18
03/09/2022,73010,165,350.01
03/09/2022,62560,242,23.43
03/09/2022,86040,273,499.01
03/09/2022,71170,243,910.55
03/09/2022,65540,269,632.2
03/09/2022,66080,238,4.49
03/09/2022,66520,165,12.75
03/09/2022,73010,235,9.14
03/09/2022,63050,250,88.33
03/09/2022,65620,233,212.74
03/09/2022,62020,258,622.67
03/09/2022,66120,262,1.01
03/09/2022,71200,178,331.41
03/09/2022,62530,185,49.17
03/09/2022,66510,171,87.97
03/09/2022,66010,210,100.42
03/09/2022,81220,198,601.52
03/09/2022,62099,255,25.1
04/09/2022,66040,261,46.87
04/09/2022,65660,251,136.4
04/09/2022,66530,266,6.73
04/09/2022,65740,225,388.5
04/09/2022,73050,164,25.17
04/09/2022,65650,289,258.98
04/09/2022,73040,207,150.66
04/09/2022,62540,203,10.84
04/09/2022,65610,199,580.41
04/09/2022,66520,238,24.48
04/09/2022,61550,229,374.61
04/09/2022,81050,257,154.88
04/09/2022,86200,155,186.78
04/09/2022,66100,274,3.98
04/09/2022,61540,214,87.09
04/09/2022,80990,177,"1,824.37"
04/09/2022,66020,176,842.05
04/09/2022,65650,208,449.8
04/09/2022,66010,221,70.9
04/09/2022,65650,229,817.82
04/09/2022,62560,162,18.3
04/09/2022,82010,260,199.78
04/09/2022,65600,239,166.24
04/09/2022,66040,247,31.51
04/09/2022,72010,210,"2,803.99"
04/09/2022,66130,237,46.31
04/09/2022,66050,225,45.99
04/09/2022,73050,232,13.92
04/09/2022,62560,199,19.17
04/09/2022,65730,207,1.24
04/09/2022,65550,166,"1,992.92"
04/09/2022,86030,260,4.05
04/09/2022,65600,217,284.99
04/09/2022,86290,220,190.79
04/09/2022,62520,281,254.1
04/09/2022,66090,226,52.27
04/09/2022,61520,209,459.54
04/09/2022,66040,273,85.93
04/09/2022,65750,156,387.9
04/09/2022,73010,269,560.33
04/09/2022,73030,201,269.29
04/09/2022,66130,227,81.04
04/09/2022,61550,255,306.5
04/09/2022,65620,297,173.35
04/09/2022,66120,200,0.82
04/09/2022,66520,254,12.45
04/09/2022,65760,254,8.45
04/09/2022,66090,234,27.22
04/09/2022,62030,186,155.18
04/09/2022,66550,270,0.61
04/09/2022,65700,204,384.66
04/09/2022,65900,157,56.93
04/09/2022,66020,191,688.95
04/09/2022,81220,244,492.15
04/09/2022,65730,288,1.31
04/09/2022,65620,230,290.1
05/09/2022,61530,161,82.45
05/09/2022,66040,227,31.51
05/09/2022,66070,171,7.65
05/09/2022,62560,222,12.2
05/09/2022,83020,206,493.21
05/09/2022,71030,248,503.83
05/09/2022,61520,209,812.56
05/09/2022,65740,252,306.92
05/09/2022,65660,184,91.69
05/09/2022,65520,203,31.53
05/09/2022,73010,221,6.1
05/09/2022,62520,225,381.14
05/09/2022,66010,222,193.37
05/09/2022,73030,210,58.87
05/09/2022,65590,211,51.36
05/09/2022,61560,288,169.99
05/09/2022,73050,272,11.2
05/09/2022,65620,160,257.87
05/09/2022,85010,175,134.07
05/09/2022,86290,250,22.54
05/09/2022,71010,162,"2,484.30"
05/09/2022,66510,167,64.51
05/09/2022,73030,154,197.55
05/09/2022,66020,256,"1,531.01"
05/09/2022,66010,155,67.68
05/09/2022,66550,174,1.24
05/09/2022,65620,164,302.58
05/09/2022,64020,158,4.36
05/09/2022,61560,298,113.33
05/09/2022,82060,153,3.68
05/09/2022,61520,235,575.73
05/09/2022,62520,267,120.7
05/09/2022,62530,195,94.89
05/09/2022,73050,217,21.73
05/09/2022,62010,274,890.93
05/09/2022,81110,171,174.98
05/09/2022,62530,203,198.4
05/09/2022,82010,252,162.79
05/09/2022,61560,192,138.51
05/09/2022,65570,286,6.09
05/09/2022,65590,283,69.98
05/09/2022,80990,258,94.11
05/09/2022,65690,183,59.9
05/09/2022,61570,158,206.37
05/09/2022,64010,210,19.27
05/09/2022,66530,282,7.92
05/09/2022,65540,165,295.03
05/09/2022,86100,175,37.54
05/09/2022,66550,177,1.55
05/09/2022,62530,177,161.57
05/09/2022,65620,165,183.73
05/09/2022,66010,274,145.03
05/09/2022,61520,282,410.21
05/09/2022,65700,291,"1,265.01"
05/09/2022,73050,227,79.59
05/09/2022,66510,274,95.57
06/09/2022,73020,181,35.17
06/09/2022,65540,196,442.54
06/09/2022,61560,207,283.32
06/09/2022,66100,284,4.22
06/09/2022,66020,227,"1,020.67"
06/09/2022,86010,287,53.46
06/09/2022,61520,191,223.75
06/09/2022,65740,254,812.31
06/09/2022,66530,228,16.28
06/09/2022,71160,166,401.58
06/09/2022,62540,283,0.82
06/09/2022,65520,290,40.85
06/09/2022,61510,152,105.22
06/09/2022,73020,251,29.6
06/09/2022,72040,289,"1,332.87"
06/09/2022,66100,204,6.67
06/09/2022,85510,154,727.26
06/09/2022,66020,283,561.37
06/09/2022,66070,192,14.03
06/09/2022,61510,277,254.75
06/09/2022,62030,264,396.58
06/09/2022,65700,234,758.83
06/09/2022,66510,221,55.71
06/09/2022,62520,163,163.04
06/09/2022,65540,168,842.93
06/09/2022,65520,251,98.9
06/09/2022,73030,211,797.15
06/09/2022,62030,210,317.42
06/09/2022,66520,247,16.32
06/09/2022,86090,206,523.33
06/09/2022,86320,233,26.54
06/09/2022,61570,238,325.84
06/09/2022,65730,184,2.75
06/09/2022,64000,190,302.17
06/09/2022,66100,260,3.12
06/09/2022,61560,277,122.73
06/09/2022,66530,187,4.32
06/09/2022,81170,183,78.64
06/09/2022,65600,193,449.98
06/09/2022,73030,291,439.73
06/09/2022,66130,273,84.9
06/09/2022,65550,155,"1,096.11"
06/09/2022,66510,204,97.98
06/09/2022,62540,270,1.06
06/09/2022,85510,278,538.71
06/09/2022,66550,246,0.71
06/09/2022,65710,214,644.31
06/09/2022,65660,254,75.02
06/09/2022,65750,286,474.1
06/09/2022,81150,240,98.63
06/09/2022,68060,240,56.72
06/09/2022,73040,242,236.28
06/09/2022,66120,275,1.18
06/09/2022,66030,222,8.61
06/09/2022,66530,208,2.05
06/09/2022,64010,248,20.91
07/09/2022,61510,245,99.27
07/09/2022,65550,181,"1,875.16"
07/09/2022,71190,215,232.46
07/09/2022,62540,235,11.98
07/09/2022,65620,215,236.38
07/09/2022,66030,193,13.2
07/09/2022,66530,237,4.36
07/09/2022,66040,242,65.88
07/09/2022,83020,221,440.49
07/09/2022,64010,236,19.96
07/09/2022,73030,206,51.13
07/09/2022,62560,187,11.04
07/09/2022,66070,250,12.03
07/09/2022,61550,242,421.44
07/09/2022,64000,221,259
07/09/2022,66050,162,57.46
07/09/2022,65730,174,3.88
07/09/2022,66070,241,12.03
07/09/2022,65690,199,88.17
07/09/2022,65730,192,1.07
07/09/2022,65650,222,299.87
07/09/2022,73050,152,82.04
07/09/2022,66130,151,44.41
07/09/2022,65690,231,34.49
07/09/2022,65750,273,711.15
07/09/2022,66530,239,5.28
07/09/2022,66030,267,7.26
07/09/2022,86010,201,176.43
07/09/2022,86020,267,90.53
07/09/2022,66550,192,0.5
07/09/2022,68060,262,36.39
07/09/2022,64010,287,73.85
07/09/2022,66050,277,29.12
07/09/2022,62020,273,773.25
07/09/2022,66120,280,1.49
07/09/2022,65620,150,141.83
07/09/2022,62560,253,48.99
07/09/2022,65900,248,30.38
07/09/2022,66010,191,158.21
07/09/2022,61560,263,169.99
07/09/2022,65740,264,556.26
07/09/2022,61540,180,44.94
07/09/2022,73020,220,141.47
07/09/2022,63050,183,72.27
07/09/2022,62560,200,23.23
07/09/2022,65620,198,362.45
07/09/2022,61530,297,127.96
07/09/2022,66030,152,18.63
07/09/2022,62020,250,"1,159.87"
07/09/2022,73010,287,59.2
07/09/2022,72160,207,"2,191.75"
07/09/2022,66110,279,0.31
07/09/2022,65730,249,2.06
07/09/2022,66080,186,6.07
07/09/2022,66090,169,58.32
07/09/2022,81190,290,1.41
08/09/2022,86040,253,408.28
08/09/2022,83020,213,88
08/09/2022,72060,192,"3,955.79"
08/09/2022,66070,253,27.89
08/09/2022,82060,270,129.71
08/09/2022,66520,191,23.37
08/09/2022,65740,282,411.77
08/09/2022,62540,294,1.29
08/09/2022,65620,258,224.56
08/09/2022,81900,296,337.53
08/09/2022,66030,288,6.27
08/09/2022,66530,225,2.51
08/09/2022,86180,150,3.02
08/09/2022,65690,295,125.24
08/09/2022,62099,189,30.1
08/09/2022,62550,251,47.57
08/09/2022,62020,280,"1,301.95"
08/09/2022,71160,235,267.72
08/09/2022,61560,209,117.15
08/09/2022,85510,262,888.87
08/09/2022,64020,247,6.25
08/09/2022,62540,197,1.77
08/09/2022,86100,167,5.04
08/09/2022,66040,276,33.4
08/09/2022,61550,212,561.91
08/09/2022,86010,239,654.06
08/09/2022,61540,251,78.06
08/09/2022,66040,235,47.26
08/09/2022,65760,250,4.43
08/09/2022,61510,288,270.75
08/09/2022,66550,176,1.1
08/09/2022,61520,227,706.58
08/09/2022,66080,269,8.14
08/09/2022,65760,202,14.46
08/09/2022,62010,169,"1,760.42"
08/09/2022,65570,274,7.38
08/09/2022,86135,238,101.8
08/09/2022,82050,274,39.08
08/09/2022,71550,151,719.93
08/09/2022,66080,188,8.53
08/09/2022,81100,214,74.6
08/09/2022,62010,262,803.67
08/09/2022,62540,287,0.86
08/09/2022,65690,241,42.15
08/09/2022,61540,205,70.96
08/09/2022,72160,178,"1,461.17"
08/09/2022,73020,213,41.14
08/09/2022,65540,160,997.17
08/09/2022,83020,161,602.81
08/09/2022,72120,238,"4,832.76"
08/09/2022,62550,199,35.06
08/09/2022,86320,183,7.67
08/09/2022,83050,159,344.85
08/09/2022,66130,290,51.43
08/09/2022,66120,163,1.44
08/09/2022,81270,199,337.97
09/09/2022,62010,191,"1,325.35"
09/09/2022,86040,200,563.58
09/09/2022,65610,244,448.04
09/09/2022,66090,214,34.85
09/09/2022,65540,289,400.39
09/09/2022,83020,176,540.6
09/09/2022,66050,191,33.72
09/09/2022,72120,158,"3,954.08"
09/09/2022,65740,259,996.93
09/09/2022,65750,245,"1,038.51"
09/09/2022,66080,231,4.24
09/09/2022,62540,256,2.35
09/09/2022,62520,259,170.81
09/09/2022,66110,191,0.54
09/09/2022,65550,270,"1,527.91"
09/09/2022,66070,215,25.15
09/09/2022,73030,168,652.22
09/09/2022,66030,221,8.51
09/09/2022,65540,204,463.61
09/09/2022,73050,233,123.05
09/09/2022,61560,153,207.76
09/09/2022,62550,256,71.72
09/09/2022,65710,152,"1,212.48"
09/09/2022,66070,252,14.7
09/09/2022,61550,197,177.94
09/09/2022,65690,244,55.84
09/09/2022,65900,159,17.33
09/09/2022,64000,234,242.83
09/09/2022,62099,182,21.07
09/09/2022,73030,180,50.8
09/09/2022,61510,277,180.5
09/09/2022,65600,285,488.86
09/09/2022,63050,197,33.58
09/09/2022,62099,290,20.53
09/09/2022,65760,274,9.43
09/09/2022,86830,276,33.27
09/09/2022,61530,260,91.18
09/09/2022,73050,272,67.71
09/09/2022,65600,202,399.98
09/09/2022,62520,201,179.06
09/09/2022,62560,240,42.6
09/09/2022,62560,272,22.36
09/09/2022,86290,268,393.27
09/09/2022,64000,227,209.72
09/09/2022,71550,227,883.55
09/09/2022,62550,235,43.04
09/09/2022,86030,158,143.75
09/09/2022,62530,260,81.95
09/09/2022,62550,242,116.87
09/09/2022,72100,261,604.43
09/09/2022,65520,295,52.77
09/09/2022,65710,263,"1,054.33"
09/09/2022,61530,172,54.97
09/09/2022,64010,256,48.16
09/09/2022,71010,218,"3,217.13"
09/09/2022,66120,163,3.15
10/09/2022,61540,186,63.87
10/09/2022,66510,194,78.85
10/09/2022,61560,151,146.81
10/09/2022,66520,236,11.53
10/09/2022,65600,257,733.29
10/09/2022,65690,245,73.21
10/09/2022,65540,252,327.59
10/09/2022,62560,276,16.55
10/09/2022,65550,198,730.74
10/09/2022,66030,162,5.13
10/09/2022,86010,235,43.74
10/09/2022,66530,251,2.38
10/09/2022,65610,262,459.18
10/09/2022,86010,211,31.4
10/09/2022,65660,170,250.07
10/09/2022,86030,176,175.7
10/09/2022,65700,150,519.63
10/09/2022,65650,158,368.02
10/09/2022,68060,159,33.11
10/09/2022,65590,289,23.97
10/09/2022,65660,198,204.61
10/09/2022,61520,257,209.79
10/09/2022,63050,270,262.47
10/09/2022,65620,231,260.02
10/09/2022,66020,274,803.78
10/09/2022,66010,188,101.52
10/09/2022,61520,253,388.62
10/09/2022,62520,296,244.57
10/09/2022,62540,283,1.23
10/09/2022,73050,175,15.66
10/09/2022,62520,185,535.72
10/09/2022,65600,236,562.19
10/09/2022,62520,290,187.59
10/09/2022,61520,295,993.13
10/09/2022,81090,206,"1,190.70"
10/09/2022,73050,193,16.78
10/09/2022,66020,192,939.48
10/09/2022,86050,211,111.54
10/09/2022,61520,226,388.62
10/09/2022,71070,239,37.95
10/09/2022,66530,260,2.9
10/09/2022,82010,178,244.18
10/09/2022,66120,188,1.83
10/09/2022,62020,205,"2,540.67"
10/09/2022,66520,200,36.42
10/09/2022,65760,298,17.68
10/09/2022,66120,265,1.01
10/09/2022,81200,219,8.13
10/09/2022,65690,178,72.6
10/09/2022,81050,242,547.34
10/09/2022,66040,183,30.08
10/09/2022,65710,229,553.52
10/09/2022,65590,276,52.5
10/09/2022,65700,270,607.36
10/09/2022,65520,165,43.22
10/09/2022,62099,204,23.95
10/09/2022,86010,283,363.87
10/09/2022,62010,223,994.01
10/09/2022,65760,262,12.58
10/09/2022,65600,222,268.88
10/09/2022,61530,223,117.78
10/09/2022,86110,212,16.91
10/09/2022,72160,268,"1,793.25"
10/09/2022,81020,234,74.41
10/09/2022,66110,201,0.56
10/09/2022,68060,261,54.59
10/09/2022,81180,236,123.35
10/09/2022,61570,243,238.95
10/09/2022,63050,266,102.28
10/09/2022,72090,280,"1,611.19"
10/09/2022,62550,170,42.85
10/09/2022,62020,247,"1,049.41"
10/09/2022,84020,234,141.43
10/09/2022,65600,178,348.32
10/09/2022,65570,244,6.77
10/09/2022,66100,261,5.98
10/09/2022,81280,201,48.32
10/09/2022,65520,161,47.3
10/09/2022,65750,234,615.7
10/09/2022,73040,171,172.92
10/09/2022,62540,180,17.11
10/09/2022,66050,153,27.48
10/09/2022,65730,227,4.75
10/09/2022,66550,294,64.81
10/09/2022,61530,297,143.96
10/09/2022,73010,263,7.48
10/09/2022,66130,251,177.51
10/09/2022,61540,226,77.41
10/09/2022,61560,227,355.43
10/09/2022,65750,233,451.51
10/09/2022,65710,175,579.88
10/09/2022,61540,294,49.67
10/09/2022,66520,188,17.79
10/09/2022,82040,173,20.77
10/09/2022,61520,270,316.65
10/09/2022,61570,264,195.5
10/09/2022,68060,281,69.32
10/09/2022,64020,295,10.17
10/09/2022,73060,161,33
10/09/2022,66100,191,4.89
10/09/2022,62099,241,13.07
10/09/2022,62530,208,105.37
10/09/2022,81310,296,137.5
10/09/2022,61530,260,180.6
10/09/2022,66120,158,0.71
10/09/2022,61570,197,216.15
10/09/2022,66070,162,13.34
10/09/2022,66070,266,9.8
10/09/2022,66040,295,70.31
10/09/2022,65590,244,42.02
10/09/2022,61570,244,159.3
10/09/2022,61570,272,236.98
10/09/2022,73040,186,122.76
10/09/2022,62520,222,221.27
10/09/2022,65540,243,455.23
10/09/2022,65620,282,203.07
10/09/2022,66080,184,5.2
10/09/2022,66050,182,49.96
10/09/2022,61570,208,434.45
10/09/2022,73040,280,32.4
10/09/2022,65600,268,689.96
10/09/2022,83050,178,421.49
10/09/2022,64000,212,575.56
10/09/2022,61560,270,132.22
10/09/2022,73050,150,17.34
10/09/2022,81900,266,134.31
10/09/2022,62010,256,809.93
10/09/2022,61530,156,105.57
10/09/2022,61530,177,191.94
10/09/2022,66030,211,9.02
10/09/2022,86020,243,13.95
10/09/2022,81190,284,1.73
10/09/2022,64020,246,7.93
10/09/2022,61520,284,302.26
10/09/2022,73030,205,62.34
10/09/2022,65540,260,379.32
10/09/2022,62510,181,221.79
10/09/2022,65610,150,749.82
10/09/2022,65600,155,329.98
10/09/2022,66050,238,43.12
10/09/2022,62540,156,26.24
10/09/2022,81900,176,164.84
10/09/2022,61550,224,252.86
10/09/2022,66100,232,5.71
10/09/2022,62520,221,147.52
10/09/2022,65590,267,64.43
10/09/2022,73010,229,324.54
10/09/2022,61550,240,252.86
10/09/2022,73030,168,"1,352.10"
10/09/2022,73010,195,70.13
10/09/2022,72020,243,"4,423.05"
10/09/2022,82060,279,225.45
10/09/2022,73020,188,29.3
10/09/2022,65760,286,4.87
10/09/2022,66090,236,72.86
10/09/2022,61510,292,121.83
10/09/2022,65730,183,2.27
10/09/2022,66530,160,7.45
10/09/2022,86100,262,287.34
10/09/2022,64020,262,9.73
10/09/2022,65700,183,346.42
10/09/2022,62560,238,6.12
10/09/2022,65900,254,22.28
10/09/2022,86170,233,122
10/09/2022,86200,184,53.87
10/09/2022,66040,241,47.26
10/09/2022,65660,291,107.42
10/09/2022,61570,253,112.56
10/09/2022,62030,179,232.78
10/09/2022,65610,189,474.88
10/09/2022,62530,235,128.79
10/09/2022,86130,182,51.15
10/09/2022,73010,237,56.53
10/09/2022,66080,257,8.86
10/09/2022,65590,259,78.75
10/09/2022,65710,202,579.88
10/09/2022,65520,203,27.23
10/09/2022,66050,177,37.47
10/09/2022,65710,188,790.75
10/09/2022,65520,294,47.3
10/09/2022,64010,189,32.11
10/09/2022,61550,166,430.8
10/09/2022,83060,171,64.73
10/09/2022,86010,258,136.27
10/09/2022,64010,151,35.32
10/09/2022,66550,256,0.83
10/09/2022,66050,266,66.12
10/09/2022,66530,210,2.9
10/09/2022,86040,199,449.92
10/09/2022,66050,231,33.72
10/09/2022,66130,272,94.72
10/09/2022,62550,193,67.96
10/09/2022,66550,231,0.74
10/09/2022,66020,272,484.82
10/09/2022,66120,268,2.1
10/09/2022,66010,267,222.37
10/09/2022,66070,240,20.04
11/09/2022,85010,174,99.31
11/09/2022,62530,254,140.5
11/09/2022,65610,156,396.57
11/09/2022,66070,156,8.02
11/09/2022,66520,171,33.39
11/09/2022,61550,207,160.91
11/09/2022,65730,205,1.18
11/09/2022,65600,238,143.57
11/09/2022,72100,216,600.66
11/09/2022,65650,179,388.46
11/09/2022,65740,262,529.77
11/09/2022,65710,167,425.31
11/09/2022,65620,180,444.83
11/09/2022,73030,261,539.67
11/09/2022,84020,249,371.39
11/09/2022,65600,155,314.98
11/09/2022,86360,190,546.51
