TranDate,Account,Dept,Sum of Amount
01/10/2022,65590,237,27.07
01/10/2022,81020,212,49.61
01/10/2022,66030,171,1.58
01/10/2022,66050,163,25.08
01/10/2022,86150,183,61.34
01/10/2022,86180,279,27
01/10/2022,66530,221,3.24
01/10/2022,62550,233,41.14
01/10/2022,86280,152,169.12
01/10/2022,64020,226,2.59
01/10/2022,61550,284,207.7
01/10/2022,65570,257,1.87
01/10/2022,65700,238,236.92
01/10/2022,66020,258,537.5
01/10/2022,66020,262,255.95
01/10/2022,82040,297,81.16
01/10/2022,68060,238,45.37
01/10/2022,73010,174,142.21
01/10/2022,62530,266,107.72
01/10/2022,61550,225,166.16
01/10/2022,66030,186,1.94
01/10/2022,73020,280,117.12
01/10/2022,71070,283,9.57
01/10/2022,86020,255,10.68
01/10/2022,62020,164,361.62
01/10/2022,66130,162,61.74
01/10/2022,65700,294,382.72
01/10/2022,62530,204,53.07
01/10/2022,72070,241,"2,361.37"
01/10/2022,61510,196,67.39
01/10/2022,61530,189,39.45
01/10/2022,65620,191,7.48
01/10/2022,61570,171,209.53
01/10/2022,64020,230,1.94
01/10/2022,86140,238,2.48
01/10/2022,82070,261,77.66
01/10/2022,72050,250,85.48
01/10/2022,66110,224,0.5
01/10/2022,73060,219,5.6
01/10/2022,64000,257,281.12
01/10/2022,66030,216,3.17
01/10/2022,66510,243,24.2
01/10/2022,65600,268,625.21
01/10/2022,81260,168,5.3
01/10/2022,72120,167,"2,636.05"
01/10/2022,66120,209,3.99
01/10/2022,63050,204,96.98
01/10/2022,61540,222,3.18
01/10/2022,65660,293,19.16
01/10/2022,66010,177,11.58
01/10/2022,66030,249,2.43
01/10/2022,66090,292,22.32
01/10/2022,62560,218,7.53
01/10/2022,65760,234,9.22
01/10/2022,86180,208,2.02
01/10/2022,66090,185,20.99
01/10/2022,71190,276,103.85
01/10/2022,86360,257,158.94
01/10/2022,66020,199,251.3
01/10/2022,73030,246,25.03
01/10/2022,62550,265,44.69
01/10/2022,61510,284,87.86
01/10/2022,86280,229,138.37
01/10/2022,66050,186,25.08
01/10/2022,71325,216,751.7
01/10/2022,65700,165,367.53
01/10/2022,62030,164,79.75
01/10/2022,65730,290,7.09
01/10/2022,65730,234,4.05
01/10/2022,65740,156,606.83
01/10/2022,65620,229,8.34
01/10/2022,72150,280,"2,626.27"
01/10/2022,81900,208,913.46
01/10/2022,65540,235,20.38
01/10/2022,72120,167,"1,629.22"
01/10/2022,82030,291,2.2
01/10/2022,72060,258,"2,157.71"
01/10/2022,65610,260,375.61
01/10/2022,65570,167,3.17
01/10/2022,61570,267,187.8
01/10/2022,61550,252,221.54
01/10/2022,63050,260,52.9
01/10/2022,66110,156,1.08
01/10/2022,83010,277,10.4
01/10/2022,71010,279,"1,889.87"
01/10/2022,62510,204,181.62
01/10/2022,65540,205,252.88
01/10/2022,66530,164,4.97
01/10/2022,66130,263,96.82
01/10/2022,73050,219,67.12
01/10/2022,65690,192,36.21
01/10/2022,66120,219,2.09
01/10/2022,86310,159,139.61
02/10/2022,81350,239,8.48
02/10/2022,61520,288,164.81
02/10/2022,71030,209,310.75
02/10/2022,81220,268,328.1
02/10/2022,84020,228,202.58
02/10/2022,73050,269,13.73
02/10/2022,73030,226,212.67
02/10/2022,86200,183,104.74
02/10/2022,81170,263,27.6
02/10/2022,85010,164,89.38
02/10/2022,62510,274,227.02
02/10/2022,66510,219,25.81
02/10/2022,65570,172,2.38
02/10/2022,86030,294,16.37
02/10/2022,72070,223,"2,898.04"
02/10/2022,65620,262,193.4
02/10/2022,86290,212,245.07
02/10/2022,66070,181,7.61
02/10/2022,65590,234,16.54
02/10/2022,66020,285,223.38
02/10/2022,61570,170,121.06
02/10/2022,65740,266,346.76
02/10/2022,61520,187,144.21
02/10/2022,86130,193,27.9
02/10/2022,81180,177,"1,237.53"
02/10/2022,65550,263,20.33
02/10/2022,65690,157,69.12
02/10/2022,73010,242,54
02/10/2022,65730,181,8.66
02/10/2022,65570,267,2.9
02/10/2022,65570,298,2.82
02/10/2022,62520,294,161.03
02/10/2022,65650,171,70.61
02/10/2022,66040,262,25.78
02/10/2022,86360,164,298.1
02/10/2022,62010,182,618.34
02/10/2022,64000,208,300.65
02/10/2022,61510,215,60.4
02/10/2022,61540,296,89.02
02/10/2022,61530,269,77.13
02/10/2022,73010,218,178.06
02/10/2022,73040,289,122.76
02/10/2022,64000,250,279.17
02/10/2022,73030,298,41.56
02/10/2022,66140,172,9.9
02/10/2022,63050,224,105.8
02/10/2022,86360,185,194.26
02/10/2022,62030,191,59.81
02/10/2022,66050,212,22.29
02/10/2022,65760,190,7.55
02/10/2022,66510,151,20.97
02/10/2022,65650,218,77.03
02/10/2022,86100,160,22.38
02/10/2022,71190,162,154.97
02/10/2022,66140,177,17.13
02/10/2022,66520,269,13.34
03/10/2022,62550,191,62.85
03/10/2022,64010,177,25.9
03/10/2022,73040,226,29.16
03/10/2022,62099,177,15.11
03/10/2022,81090,215,992.06
03/10/2022,64020,217,1.58
03/10/2022,65660,252,37.99
03/10/2022,66080,201,1.08
03/10/2022,66520,296,15.01
03/10/2022,61560,176,23.3
03/10/2022,73050,271,14.19
03/10/2022,66090,230,25.19
03/10/2022,65520,221,25.8
03/10/2022,62020,241,512.09
03/10/2022,66090,213,59.62
03/10/2022,81100,151,207.37
03/10/2022,71070,266,25.3
03/10/2022,65760,255,6.29
03/10/2022,65690,205,48.27
03/10/2022,62520,161,74.32
03/10/2022,83020,291,618.72
03/10/2022,66030,260,2.18
03/10/2022,82040,156,99.2
03/10/2022,66040,239,36.91
03/10/2022,65660,197,28.94
03/10/2022,61540,169,3.56
03/10/2022,61530,292,42.07
03/10/2022,66010,276,58.01
03/10/2022,62020,216,295.87
03/10/2022,86200,163,186.44
03/10/2022,86100,235,360.38
03/10/2022,73020,209,16.06
03/10/2022,66030,219,12.42
03/10/2022,66080,179,2.64
03/10/2022,65710,284,825.08
03/10/2022,66080,204,1.35
03/10/2022,65690,265,52.3
03/10/2022,66130,175,92.61
03/10/2022,61520,219,154.5
03/10/2022,65610,251,281.71
03/10/2022,83060,177,71.2
03/10/2022,66120,183,2.33
03/10/2022,62030,199,48.93
03/10/2022,65590,281,28.01
03/10/2022,66100,283,4.89
03/10/2022,72100,241,136.42
03/10/2022,62099,232,20.14
03/10/2022,64000,268,193.27
03/10/2022,86100,168,18.05
03/10/2022,72999,256,300.55
03/10/2022,66530,155,3.12
03/10/2022,66090,184,16.79
03/10/2022,86030,199,7.49
03/10/2022,63050,160,86.2
03/10/2022,66140,249,8.37
03/10/2022,61510,218,40.27
04/10/2022,61510,268,38.94
04/10/2022,65750,188,595.34
04/10/2022,66140,230,18.14
04/10/2022,86450,267,36.69
04/10/2022,81100,264,168.96
04/10/2022,66040,183,22.85
04/10/2022,65610,271,281.71
04/10/2022,64020,181,1.4
04/10/2022,73030,156,333.55
04/10/2022,65600,243,590.24
04/10/2022,62099,285,32.45
04/10/2022,66130,202,94.72
04/10/2022,86020,174,8.74
04/10/2022,72050,270,104.47
04/10/2022,86030,150,179.26
04/10/2022,65610,263,403.36
04/10/2022,81900,255,109.89
04/10/2022,71550,151,589.03
04/10/2022,73060,257,9.53
04/10/2022,62030,231,67.28
04/10/2022,83010,292,8.51
04/10/2022,81330,154,36.39
04/10/2022,62020,222,667.61
04/10/2022,61540,265,58.06
04/10/2022,66030,226,1.4
04/10/2022,65710,284,720.07
04/10/2022,62030,270,54.82
04/10/2022,66090,156,22.39
04/10/2022,62530,195,35.38
04/10/2022,65590,185,22.06
04/10/2022,72100,264,491.45
04/10/2022,65550,291,12.47
04/10/2022,66030,186,4.16
04/10/2022,62550,271,51.42
04/10/2022,66010,161,5.05
04/10/2022,65740,170,346.76
04/10/2022,61530,176,48.21
04/10/2022,62530,218,57.49
04/10/2022,66120,157,1.66
04/10/2022,86050,198,121.17
04/10/2022,63050,220,70.04
04/10/2022,65600,265,314.79
04/10/2022,66100,292,4.45
04/10/2022,66530,191,5.45
04/10/2022,65750,273,893.01
04/10/2022,64000,235,210.84
04/10/2022,64010,266,35.32
04/10/2022,80990,286,"1,210.25"
04/10/2022,71240,176,599.04
04/10/2022,65650,283,58.84
04/10/2022,71010,217,"2,309.84"
04/10/2022,86100,190,67.27
04/10/2022,65760,222,8.45
05/10/2022,61550,181,166.16
05/10/2022,61520,197,125.89
05/10/2022,71080,253,8.85
05/10/2022,66100,282,4.74
05/10/2022,66510,206,19.36
05/10/2022,66070,292,5.81
05/10/2022,62550,249,33.52
05/10/2022,66070,160,5.07
05/10/2022,66070,242,10.93
05/10/2022,66020,173,153.57
05/10/2022,73050,210,19.58
05/10/2022,81900,206,608.98
05/10/2022,66130,278,63.15
05/10/2022,66020,218,314.13
05/10/2022,66030,279,2.59
05/10/2022,72999,214,345.96
05/10/2022,65550,192,9.01
05/10/2022,62030,178,211.61
05/10/2022,61510,178,49.42
05/10/2022,65540,273,22.23
05/10/2022,61560,288,154.54
05/10/2022,62020,254,"1,693.78"
05/10/2022,66100,162,11.41
05/10/2022,86400,246,0.18
05/10/2022,66010,287,9.26
05/10/2022,86010,234,287.76
05/10/2022,66100,248,8.15
05/10/2022,86050,234,181.75
05/10/2022,65620,203,5.56
05/10/2022,61560,230,28.6
05/10/2022,73010,170,177.84
05/10/2022,65690,167,39.5
05/10/2022,71299,263,10.83
05/10/2022,66050,254,16.72
05/10/2022,71560,213,108
05/10/2022,66520,241,12.51
05/10/2022,65650,281,62.58
05/10/2022,65550,209,11.09
05/10/2022,73010,268,156.94
05/10/2022,66520,298,21.4
05/10/2022,66070,267,4.98
05/10/2022,72040,170,764.13
05/10/2022,64020,180,1.3
05/10/2022,86050,217,206.44
05/10/2022,82030,280,1.8
05/10/2022,65650,162,57.77
05/10/2022,65650,169,62.76
05/10/2022,61530,206,67.49
05/10/2022,65610,209,140.85
05/10/2022,65550,294,19.06
05/10/2022,63050,268,52.9
05/10/2022,64000,261,257.7
05/10/2022,65700,278,574.08
06/10/2022,65650,279,88.26
06/10/2022,61510,245,71.39
06/10/2022,72999,165,230.64
06/10/2022,65660,154,46.43
06/10/2022,61560,189,23.3
06/10/2022,64010,187,40.28
06/10/2022,73040,212,172.92
06/10/2022,73050,197,54.11
06/10/2022,65710,240,605.06
06/10/2022,73040,167,236.28
06/10/2022,65590,191,42.96
06/10/2022,84020,260,202.57
06/10/2022,86270,152,215.79
06/10/2022,64010,190,30.82
06/10/2022,61530,216,47.33
06/10/2022,66020,282,307.14
06/10/2022,65550,170,11.43
06/10/2022,81110,277,106.1
06/10/2022,61530,259,51.42
06/10/2022,66100,204,4.35
06/10/2022,61560,222,34.95
06/10/2022,71050,157,194.37
06/10/2022,61560,150,29.13
06/10/2022,61560,154,33.36
06/10/2022,61540,240,3.88
06/10/2022,83020,171,328.8
06/10/2022,65710,183,660.06
06/10/2022,65550,182,10.16
06/10/2022,86010,230,128.8
06/10/2022,62550,234,33.52
06/10/2022,73020,206,604.83
06/10/2022,73035,240,34.56
06/10/2022,62510,182,388.46
06/10/2022,71050,196,129.58
06/10/2022,73010,272,113.06
06/10/2022,83030,205,340.7
06/10/2022,66110,187,0.31
06/10/2022,66100,183,3.98
06/10/2022,64020,231,4.16
06/10/2022,66020,221,167.53
06/10/2022,66130,277,88.41
06/10/2022,65590,176,27.07
06/10/2022,66120,181,1.55
06/10/2022,62530,212,47.17
06/10/2022,61550,277,90.63
06/10/2022,62530,267,38.33
06/10/2022,65730,171,6.81
06/10/2022,62550,184,37.71
06/10/2022,62010,186,523.21
06/10/2022,86100,285,82.56
06/10/2022,61510,193,82.37
06/10/2022,61570,278,167.62
06/10/2022,62550,171,46.09
07/10/2022,62020,161,409.67
07/10/2022,64020,195,1.58
07/10/2022,61550,182,152.31
07/10/2022,66040,247,18.75
07/10/2022,72060,256,"1,417.00"
07/10/2022,86310,233,209.42
07/10/2022,73035,260,76.65
07/10/2022,65590,205,47.37
07/10/2022,86010,297,396.11
07/10/2022,62530,173,70.27
07/10/2022,66120,182,2.28
07/10/2022,72150,248,"1,559.94"
07/10/2022,66080,208,2.16
07/10/2022,66080,157,2.31
07/10/2022,85510,162,592.58
07/10/2022,86050,255,148.71
07/10/2022,86150,293,82.87
07/10/2022,65750,178,562.03
07/10/2022,61520,253,138.48
07/10/2022,62010,155,755.75
07/10/2022,65570,255,4.22
07/10/2022,71160,254,219.05
07/10/2022,66090,220,20.61
07/10/2022,68060,288,62.39
07/10/2022,66100,248,5.98
07/10/2022,66020,196,332.74
07/10/2022,65610,218,172.15
07/10/2022,66120,165,2.02
07/10/2022,61570,167,273.16
07/10/2022,73035,153,111.71
07/10/2022,72010,239,"2,455.36"
07/10/2022,66090,245,29.38
07/10/2022,71180,227,360.09
07/10/2022,66090,208,14.88
07/10/2022,86135,290,2.2
07/10/2022,62540,278,0.71
07/10/2022,73050,154,71.51
07/10/2022,65570,216,1.94
07/10/2022,62510,269,161.44
07/10/2022,61570,202,195.56
07/10/2022,66130,225,54.73
07/10/2022,65590,171,35.84
07/10/2022,65660,292,14.47
07/10/2022,61570,235,147.96
07/10/2022,65710,260,403.37
07/10/2022,66130,298,100.33
07/10/2022,72020,256,"2,712.51"
07/10/2022,65570,287,4.54
07/10/2022,73010,289,266.75
07/10/2022,66010,206,6.95
07/10/2022,86330,297,636.99
07/10/2022,65550,183,13.51
07/10/2022,62020,254,273.11
08/10/2022,68060,214,55.3
08/10/2022,66110,220,0.64
08/10/2022,65660,253,35.38
08/10/2022,65710,198,586.72
08/10/2022,86180,267,22
08/10/2022,86100,235,240.25
08/10/2022,65740,232,693.52
08/10/2022,86010,163,322.75
08/10/2022,73030,162,271.78
08/10/2022,72040,200,416.8
08/10/2022,66030,220,1.73
08/10/2022,66010,282,8.84
08/10/2022,65730,269,5.57
08/10/2022,65540,154,20.38
08/10/2022,65760,287,16.14
08/10/2022,73050,264,20.48
08/10/2022,71200,283,100.97
08/10/2022,66520,218,15.29
08/10/2022,65620,181,6.8
08/10/2022,86290,195,300.77
08/10/2022,62550,230,50.28
08/10/2022,71550,220,326.87
08/10/2022,66120,171,2.47
08/10/2022,65600,219,673.31
08/10/2022,73030,246,259.93
08/10/2022,65690,230,59.24
08/10/2022,86350,174,134.04
08/10/2022,73010,160,20.83
08/10/2022,65570,240,3.43
08/10/2022,62530,280,32.43
08/10/2022,71050,292,87.75
08/10/2022,62020,271,500.71
08/10/2022,64000,197,368.97
08/10/2022,65620,193,5.89
08/10/2022,61540,264,4.76
08/10/2022,61530,264,31.56
08/10/2022,62020,210,305.99
08/10/2022,66070,222,3.32
08/10/2022,68060,158,51.99
08/10/2022,73010,295,235.41
08/10/2022,66050,288,18.81
08/10/2022,62560,167,12.78
08/10/2022,66050,243,22.48
08/10/2022,61540,215,4.37
08/10/2022,66510,153,89.92
08/10/2022,66070,266,6.09
08/10/2022,61550,237,290.77
08/10/2022,62520,173,162.15
08/10/2022,71030,240,169.5
08/10/2022,68060,258,41.59
08/10/2022,66110,229,0.59
08/10/2022,66100,234,6.22
08/10/2022,64010,298,19.26
08/10/2022,66030,215,2.38
08/10/2022,61540,166,5.95
08/10/2022,61520,270,163.66
08/10/2022,86290,198,42.59
08/10/2022,81200,247,4.99
08/10/2022,83020,291,337.49
08/10/2022,65650,238,43.15
08/10/2022,81270,177,225.32
08/10/2022,73030,230,553.56
08/10/2022,73040,198,193.32
08/10/2022,66030,219,2.11
08/10/2022,68060,230,83.18
08/10/2022,66020,231,281.55
08/10/2022,86290,187,200.51
08/10/2022,66130,226,84.9
08/10/2022,66090,194,18.19
08/10/2022,73010,211,174.53
08/10/2022,61570,246,181.59
08/10/2022,66530,165,2.76
08/10/2022,65590,162,41.36
08/10/2022,73035,222,28.16
08/10/2022,62550,282,71.99
08/10/2022,66100,288,6.52
08/10/2022,71200,252,82.61
08/10/2022,65690,206,44.25
08/10/2022,86010,254,117.57
08/10/2022,82060,256,67.12
08/10/2022,86270,160,124.86
08/10/2022,64000,169,257.7
08/10/2022,64010,234,40.45
08/10/2022,66070,215,4.15
08/10/2022,66080,170,1.62
08/10/2022,81170,183,33.73
08/10/2022,65610,235,187.81
08/10/2022,68060,212,36.87
08/10/2022,62510,294,317.83
08/10/2022,65600,254,459.98
08/10/2022,73020,207,33.66
08/10/2022,65710,243,808.32
08/10/2022,65760,255,13.21
08/10/2022,63050,241,121.23
08/10/2022,64010,164,23.11
08/10/2022,72150,166,"1,750.85"
08/10/2022,81350,253,8.48
08/10/2022,61510,175,32.95
08/10/2022,81350,281,10.37
08/10/2022,86100,187,55.04
08/10/2022,62510,279,121.08
08/10/2022,61570,217,136.58
08/10/2022,86100,151,3.36
08/10/2022,62510,243,197.31
08/10/2022,61530,156,101.24
08/10/2022,83030,265,511.06
08/10/2022,65610,276,230.49
08/10/2022,66090,225,13.74
08/10/2022,81210,233,478.96
08/10/2022,62520,215,108.1
08/10/2022,66090,289,27.48
08/10/2022,66090,272,28.51
08/10/2022,86140,171,1.65
08/10/2022,72110,244,"3,134.22"
08/10/2022,61560,298,50.04
08/10/2022,61560,182,26.21
08/10/2022,65690,217,103.68
08/10/2022,73060,277,5.2
08/10/2022,61510,252,65.89
08/10/2022,65760,207,7.55
08/10/2022,64000,283,236.22
08/10/2022,65690,217,39.5
08/10/2022,65710,240,945.09
08/10/2022,65690,280,59.24
08/10/2022,73010,241,37.95
08/10/2022,66110,251,0.63
08/10/2022,86200,155,23.4
08/10/2022,66070,227,7.1
08/10/2022,65700,282,534.59
08/10/2022,65750,272,824.32
08/10/2022,83010,217,72.38
08/10/2022,66530,203,3.89
08/10/2022,62520,214,132.13
08/10/2022,66550,194,0.5
08/10/2022,65750,199,618.24
08/10/2022,61540,195,6.3
08/10/2022,73060,193,8.4
08/10/2022,73020,261,29.44
08/10/2022,66110,251,0.82
08/10/2022,86140,280,1.35
08/10/2022,66530,197,2.38
08/10/2022,62099,207,26.44
08/10/2022,71170,287,496.66
08/10/2022,61520,186,100.71
08/10/2022,64020,199,2.57
08/10/2022,65700,288,400.94
08/10/2022,66100,206,5.79
08/10/2022,68060,162,57.19
08/10/2022,66040,214,21.09
08/10/2022,62560,269,8.4
08/10/2022,86100,150,12.03
08/10/2022,65650,225,47.07
08/10/2022,61560,253,236.96
08/10/2022,65710,211,770.07
08/10/2022,83010,252,12.76
08/10/2022,61520,150,92.32
08/10/2022,65620,187,4.82
08/10/2022,66110,178,0.77
08/10/2022,65760,188,8.8
08/10/2022,65660,250,25.33
08/10/2022,66530,268,5.06
08/10/2022,72010,287,"3,683.04"
08/10/2022,62560,156,11.76
08/10/2022,66040,261,27.93
08/10/2022,68060,290,89.33
08/10/2022,66510,225,15.84
08/10/2022,66100,180,4.45
08/10/2022,73030,166,369.04
08/10/2022,62510,284,221.98
08/10/2022,65570,171,8.49
08/10/2022,86200,245,85.35
08/10/2022,61510,282,43.93
08/10/2022,65570,298,3.24
08/10/2022,81330,217,66.72
08/10/2022,66110,185,0.55
08/10/2022,66530,273,3.82
08/10/2022,73050,177,87.89
08/10/2022,66050,283,43.89
08/10/2022,73010,236,37.69
08/10/2022,63050,243,72.74
08/10/2022,73050,229,3.93
08/10/2022,65650,215,245.35
08/10/2022,71080,191,13.27
08/10/2022,73040,272,100.44
08/10/2022,62520,229,190.57
08/10/2022,65760,212,4.61
08/10/2022,81310,201,112.5
08/10/2022,65730,153,5.4
08/10/2022,65710,272,480.04
08/10/2022,62510,222,121.08
08/10/2022,61530,159,34.19
08/10/2022,62530,166,51.52
08/10/2022,62010,245,713.47
08/10/2022,73020,262,153.4
08/10/2022,62099,224,22.66
08/10/2022,65760,210,9.99
08/10/2022,65540,270,33.34
08/10/2022,62560,227,10.27
09/10/2022,66120,164,1.24
09/10/2022,86270,239,102.16
09/10/2022,65590,170,18.05
09/10/2022,66110,256,0.36
09/10/2022,66080,170,3.47
09/10/2022,72090,157,878.83
09/10/2022,61570,237,293.34
09/10/2022,65660,185,23.52
09/10/2022,65700,157,289.57
09/10/2022,83030,251,624.62
09/10/2022,71170,279,648.16
09/10/2022,65660,232,24.32
09/10/2022,65590,163,24.06
09/10/2022,64000,238,361.03
09/10/2022,65570,190,3.17
09/10/2022,61510,196,94.35
09/10/2022,72070,230,"1,932.03"
09/10/2022,72999,214,422.84
09/10/2022,65730,295,3.71
09/10/2022,66030,251,1.72
09/10/2022,73020,220,10.6
09/10/2022,66120,256,1.65
09/10/2022,68060,255,46.79
09/10/2022,73030,207,222.37
09/10/2022,65660,240,19.9
09/10/2022,61570,234,223.5
09/10/2022,73030,160,30.72
09/10/2022,66080,237,1.17
09/10/2022,66010,240,5.05
09/10/2022,62030,174,44.86
09/10/2022,73035,275,136.53
09/10/2022,65750,288,412.16
09/10/2022,66120,204,1.52
09/10/2022,72050,177,253.76
09/10/2022,86020,188,8.42
09/10/2022,61560,273,38.13
09/10/2022,65610,239,153.66
09/10/2022,61510,162,47.59
09/10/2022,65590,241,33.09
09/10/2022,66070,292,4.06
09/10/2022,66010,246,121.29
09/10/2022,65760,276,5.45
09/10/2022,62520,153,136.25
09/10/2022,62510,240,203.48
09/10/2022,86010,296,90.85
09/10/2022,66140,263,12.18
09/10/2022,66090,294,24.04
09/10/2022,65610,210,234.76
09/10/2022,61550,243,158.6
09/10/2022,73030,197,20.48
09/10/2022,66520,163,9.17
09/10/2022,73035,192,20.63
09/10/2022,65760,234,6.66
10/10/2022,65750,247,503.75
10/10/2022,65540,199,22.07
10/10/2022,64020,179,2.38
10/10/2022,66530,223,2.55
10/10/2022,86310,253,171.34
10/10/2022,86010,182,351.7
10/10/2022,65540,285,30.56
10/10/2022,84020,207,127.29
10/10/2022,61560,231,61.16
10/10/2022,61520,215,176.25
10/10/2022,81100,242,253.45
10/10/2022,73040,282,29.16
10/10/2022,66040,263,23.63
10/10/2022,62560,285,10.95
10/10/2022,65570,285,2.29
10/10/2022,66120,169,2.17
10/10/2022,62010,252,639.48
10/10/2022,73020,251,27.54
10/10/2022,66510,239,50.82
10/10/2022,66140,226,16.75
10/10/2022,66140,243,15.35
10/10/2022,61550,258,135.95
10/10/2022,65620,153,6.67
10/10/2022,86290,289,63.88
10/10/2022,73050,190,23.93
10/10/2022,65590,251,30.33
10/10/2022,66140,237,29.31
10/10/2022,72150,201,"1,432.51"
10/10/2022,71010,265,"1,259.91"
10/10/2022,66070,210,3.72
10/10/2022,61510,164,43.93
10/10/2022,66090,179,12.59
10/10/2022,81260,271,3.53
10/10/2022,66010,291,8.21
10/10/2022,84020,239,127.29
10/10/2022,64010,251,32.96
10/10/2022,66510,178,33.88
10/10/2022,73035,204,37.82
10/10/2022,65660,206,13.27
10/10/2022,66050,165,13.68
10/10/2022,65610,206,307.32
10/10/2022,86020,207,11.41
10/10/2022,66050,231,31.35
10/10/2022,66520,287,16.31
10/10/2022,63050,164,59.27
10/10/2022,66090,163,31.48
10/10/2022,66120,282,1.14
10/10/2022,66100,228,5.78
10/10/2022,65740,184,794.65
10/10/2022,62550,204,29.71
10/10/2022,71325,270,410.02
10/10/2022,66520,226,13.35
10/10/2022,61530,223,59.17
11/10/2022,81230,193,36.23
11/10/2022,62099,168,28.62
11/10/2022,61560,284,25.42
11/10/2022,73010,192,116.35
11/10/2022,65740,189,423.81
11/10/2022,61550,257,98.18
11/10/2022,61560,184,113.33
11/10/2022,62520,217,292.21
11/10/2022,61560,172,40.77
11/10/2022,61530,285,35.35
11/10/2022,61550,188,352.47
11/10/2022,66080,233,1.32
11/10/2022,65620,297,14.28
11/10/2022,62020,282,542.43
11/10/2022,62560,284,11.29
11/10/2022,73030,210,434.81
11/10/2022,66520,154,10.01
11/10/2022,64000,271,187.41
11/10/2022,71180,206,77.27
11/10/2022,66520,223,27.92
11/10/2022,61510,211,169.83
11/10/2022,71080,208,7.24
11/10/2022,66080,252,1.49
11/10/2022,63050,271,64.65
11/10/2022,81280,164,36.27
11/10/2022,66090,286,18.89
11/10/2022,66050,170,20.52
11/10/2022,62520,234,148.64
11/10/2022,71560,252,132
11/10/2022,66100,209,5.34
11/10/2022,65710,239,330.03
11/10/2022,64020,174,1.98
11/10/2022,86180,292,30.43
11/10/2022,72070,268,"3,542.05"
11/10/2022,62520,220,111.48
11/10/2022,64020,249,1.62
11/10/2022,61530,282,57.85
11/10/2022,66050,226,12.54
11/10/2022,86100,231,22.06
11/10/2022,82070,298,12.43
11/10/2022,66030,170,2.11
