TranDate,Account,Dept,Sum of Amount
02/04/2022,73010,274,15.78
02/04/2022,62030,273,11.6
02/04/2022,65610,277,216.68
02/04/2022,65570,282,9.84
02/04/2022,71050,273,363.13
02/04/2022,65600,153,274.55
02/04/2022,64010,275,30.78
02/04/2022,66090,192,40.82
02/04/2022,62010,177,618.83
02/04/2022,81230,162,30.2
02/04/2022,62020,284,805.77
02/04/2022,73050,295,10.3
02/04/2022,72160,162,"1,604.81"
02/04/2022,62520,261,115.01
02/04/2022,64010,162,30.78
02/04/2022,73050,151,5.7
02/04/2022,66530,264,8.53
02/04/2022,65690,155,60.66
02/04/2022,65600,244,503.34
02/04/2022,61520,216,149.87
02/04/2022,65750,197,535.66
02/04/2022,61530,230,31.17
02/04/2022,81350,198,10.36
02/04/2022,65650,232,192.52
02/04/2022,65600,208,255.61
02/04/2022,71299,242,9.3
02/04/2022,61520,227,183.93
02/04/2022,72130,251,342.55
02/04/2022,61520,175,183.93
02/04/2022,86200,179,7.45
02/04/2022,62010,288,576.16
02/04/2022,73010,289,164.01
02/04/2022,86135,226,"4,444.44"
02/04/2022,66030,176,3.4
02/04/2022,83060,273,136.79
02/04/2022,62540,265,12.72
02/04/2022,72160,231,"1,833.08"
02/04/2022,66520,150,26.91
02/04/2022,61570,183,82.19
02/04/2022,66050,172,25.74
02/04/2022,65700,284,250.88
02/04/2022,65540,235,414.56
02/04/2022,80990,286,"2,639.81"
02/04/2022,65600,201,312.42
02/04/2022,62010,294,576.16
02/04/2022,61570,271,82.19
02/04/2022,66020,243,501.28
02/04/2022,73020,285,47.94
02/04/2022,61520,245,197.55
02/04/2022,65550,228,81.67
02/04/2022,68050,232,0.04
02/04/2022,82050,217,298.66
02/04/2022,62010,168,384.11
02/04/2022,66120,185,2.1
02/04/2022,66510,248,57.62
02/04/2022,72120,189,"3,083.45"
02/04/2022,73050,293,4.64
02/04/2022,66550,237,86.21
02/04/2022,66070,295,3.94
02/04/2022,66080,212,1.49
02/04/2022,66030,169,5.1
02/04/2022,71160,267,194.72
02/04/2022,65690,163,60.66
02/04/2022,65710,201,398.77
02/04/2022,62510,271,215.19
02/04/2022,66110,252,0.7
02/04/2022,71050,183,297.11
02/04/2022,63050,162,6.68
02/04/2022,65520,234,9.28
02/04/2022,65690,231,74.44
02/04/2022,73030,287,128.03
02/04/2022,65700,297,250.88
02/04/2022,65650,251,288.77
02/04/2022,66510,284,57.62
02/04/2022,61550,184,255.9
02/04/2022,86100,214,0.03
02/04/2022,73050,212,3.8
02/04/2022,66090,169,20.41
02/04/2022,61510,203,61.42
02/04/2022,83020,194,72
02/04/2022,68050,258,0.04
02/04/2022,65570,256,13.12
02/04/2022,66120,154,1.71
02/04/2022,68060,225,46.79
02/04/2022,65660,227,76.03
02/04/2022,81100,262,297.68
02/04/2022,81180,235,205.08
02/04/2022,66100,270,3.49
02/04/2022,71560,282,88
02/04/2022,65550,163,149.73
02/04/2022,65710,275,785.24
02/04/2022,63050,181,8.17
02/04/2022,65600,273,255.61
02/04/2022,81220,262,39.09
02/04/2022,64020,210,4.72
02/04/2022,65610,280,302.61
02/04/2022,65610,160,397.25
02/04/2022,65550,275,108.9
02/04/2022,65760,287,8.49
02/04/2022,82050,166,447.99
02/04/2022,66120,298,2.28
02/04/2022,68060,164,57.43
02/04/2022,73030,186,125.97
02/04/2022,62540,197,15.54
02/04/2022,61530,185,41
02/04/2022,66020,239,410.14
02/04/2022,62560,209,6.65
02/04/2022,66520,284,33.03
02/04/2022,86030,237,1.65
02/04/2022,66040,260,19.34
02/04/2022,68060,172,70.9
02/04/2022,72140,237,867.91
02/04/2022,86100,191,14.66
02/04/2022,73030,256,55.6
02/04/2022,66010,195,17.08
02/04/2022,86200,192,36.2
02/04/2022,65590,227,61.66
02/04/2022,73010,185,61.56
02/04/2022,65650,235,157.51
02/04/2022,62510,286,116.14
02/04/2022,73020,284,94.84
02/04/2022,62030,250,106
02/04/2022,61520,264,122.62
02/04/2022,61570,170,108.34
02/04/2022,72100,195,167.6
02/04/2022,64020,278,4.19
02/04/2022,62540,198,20.72
02/04/2022,66070,280,3.94
02/04/2022,66120,291,2.56
02/04/2022,71240,157,500.05
02/04/2022,62520,239,115.01
02/04/2022,82010,235,310.39
02/04/2022,62560,214,6.65
02/04/2022,66130,223,76.31
02/04/2022,86170,255,6.62
02/04/2022,73040,213,110.88
02/04/2022,66090,178,30.62
02/04/2022,86290,230,134.13
02/04/2022,83020,216,278.25
02/04/2022,73020,239,23.45
02/04/2022,62560,169,9.97
02/04/2022,62099,276,31.06
02/04/2022,86160,265,12.39
02/04/2022,65710,154,642.47
02/04/2022,66120,155,1.94
02/04/2022,65690,224,80.88
02/04/2022,72020,203,"2,921.24"
02/04/2022,86360,250,6.26
02/04/2022,66010,165,25.63
02/04/2022,62020,220,"1,057.79"
02/04/2022,71020,266,713.06
02/04/2022,66030,268,5.1
02/04/2022,66520,221,22.02
02/04/2022,65590,243,86.11
02/04/2022,73040,194,90.72
02/04/2022,61560,198,64.33
02/04/2022,62099,280,20.71
02/04/2022,61560,273,5.52
02/04/2022,65550,214,54.61
02/04/2022,86010,268,17.31
02/04/2022,71070,287,79.4
02/04/2022,68050,169,0.03
02/04/2022,62030,154,8.7
02/04/2022,65650,228,288.77
02/04/2022,65520,259,6.29
02/04/2022,73020,178,52.94
02/04/2022,61560,298,4.14
02/04/2022,71310,287,"2,974.31"
02/04/2022,66100,189,2.86
02/04/2022,64020,201,3.38
02/04/2022,66510,265,94.28
02/04/2022,66030,196,6.24
02/04/2022,62560,168,12.01
02/04/2022,61550,174,156.38
02/04/2022,65740,185,752.19
02/04/2022,62560,221,8.13
02/04/2022,62099,169,31.06
02/04/2022,66050,250,33.93
02/04/2022,71070,157,317.08
02/04/2022,81190,217,3.85
02/04/2022,65690,215,74.44
03/04/2022,83030,258,390.68
03/04/2022,86040,158,212.12
03/04/2022,66080,159,1.22
03/04/2022,65550,290,72.81
03/04/2022,71550,155,626.14
03/04/2022,66120,185,2.1
03/04/2022,62550,294,27.02
03/04/2022,86050,163,188.13
03/04/2022,63050,151,6.68
03/04/2022,72120,177,"2,416.02"
03/04/2022,62030,263,77.09
03/04/2022,68050,194,0.03
03/04/2022,65660,158,93.31
03/04/2022,65650,284,253.77
03/04/2022,72999,272,366
03/04/2022,66530,246,5.24
03/04/2022,65540,213,466.38
03/04/2022,61510,267,54.59
03/04/2022,66030,280,5.48
03/04/2022,66040,173,29
03/04/2022,61510,178,40.95
03/04/2022,65650,232,192.52
03/04/2022,64000,177,204.84
03/04/2022,66130,169,103.26
03/04/2022,82040,272,12.05
03/04/2022,83020,151,202.9
03/04/2022,62010,260,384.11
03/04/2022,62020,211,407.53
03/04/2022,66510,219,61.88
03/04/2022,66510,269,70.71
03/04/2022,61520,224,149.87
03/04/2022,62540,167,16.7
03/04/2022,64010,218,25.08
03/04/2022,62530,217,62.33
03/04/2022,81170,243,49.26
03/04/2022,65740,175,493.72
03/04/2022,82010,162,380.94
03/04/2022,62520,196,76.67
03/04/2022,65650,298,192.52
03/04/2022,65750,293,498.72
03/04/2022,62510,184,264.1
03/04/2022,86270,239,34.05
03/04/2022,65520,169,8.64
03/04/2022,66100,177,5.72
03/04/2022,65750,175,914.31
03/04/2022,66020,251,334.18
03/04/2022,72110,211,"2,001.72"
03/04/2022,65540,250,381.59
03/04/2022,66040,155,31.64
04/04/2022,86010,243,42.75
04/04/2022,83050,232,265.82
04/04/2022,66520,188,40.37
04/04/2022,85510,211,685.5
04/04/2022,62530,206,76.49
04/04/2022,65520,282,4.71
04/04/2022,86100,197,144.96
04/04/2022,66110,176,0.38
04/04/2022,73040,280,29.16
04/04/2022,65730,278,8.35
04/04/2022,61570,175,82.19
04/04/2022,62540,176,12.72
04/04/2022,65590,292,70.16
04/04/2022,62020,205,984.84
04/04/2022,66020,153,410.14
04/04/2022,66120,217,1.4
04/04/2022,62030,275,86.72
04/04/2022,62099,222,18.2
04/04/2022,72070,186,"2,826.68"
04/04/2022,64020,232,12.06
04/04/2022,68060,213,46.79
04/04/2022,66530,244,6.4
04/04/2022,81090,288,252.01
04/04/2022,61570,249,100.87
04/04/2022,61560,292,78.95
04/04/2022,62560,197,9.01
04/04/2022,66040,203,25.78
04/04/2022,65690,170,74.44
04/04/2022,64020,224,4.72
04/04/2022,61540,155,14.88
04/04/2022,66110,176,0.31
04/04/2022,62020,274,805.77
04/04/2022,64010,205,15.81
04/04/2022,65700,238,459.94
04/04/2022,66070,242,5.26
04/04/2022,86100,176,122.05
04/04/2022,66040,194,23.73
04/04/2022,61540,207,9.92
04/04/2022,72010,234,"2,387.36"
04/04/2022,66510,280,76.82
04/04/2022,61520,252,122.62
04/04/2022,61530,287,44.03
04/04/2022,61540,260,13.02
04/04/2022,73040,240,136.08
04/04/2022,64000,226,134.41
04/04/2022,82050,245,14.16
04/04/2022,66100,215,3.75
04/04/2022,65710,272,598.16
04/04/2022,86030,289,2.48
05/04/2022,62030,284,86.72
05/04/2022,64010,165,15.81
05/04/2022,68050,188,0.04
05/04/2022,61520,178,241.45
05/04/2022,86420,163,116.4
05/04/2022,66080,264,1.22
05/04/2022,62099,214,16.94
05/04/2022,62510,164,264.1
05/04/2022,65620,230,27.26
05/04/2022,71080,279,21.32
05/04/2022,66030,203,5.1
05/04/2022,61510,233,53.75
05/04/2022,83070,266,274.84
05/04/2022,62099,230,20.71
05/04/2022,65620,154,27.26
05/04/2022,66020,218,136.35
05/04/2022,66510,164,19.98
05/04/2022,73020,188,142.95
05/04/2022,64020,272,4.72
05/04/2022,64020,248,4.13
05/04/2022,65730,286,4.56
05/04/2022,66070,162,16
05/04/2022,62550,162,57.16
05/04/2022,66050,277,35.72
05/04/2022,82070,156,4.82
05/04/2022,86030,154,39.83
05/04/2022,64020,178,3.14
05/04/2022,61550,177,156.38
05/04/2022,65760,198,11.14
05/04/2022,81220,197,31.85
05/04/2022,85010,268,89.38
05/04/2022,61550,224,167.97
05/04/2022,65570,229,12.03
05/04/2022,66010,195,17.08
05/04/2022,81260,287,21.96
05/04/2022,65520,295,8.64
05/04/2022,72050,225,498.19
05/04/2022,65690,234,90.99
05/04/2022,62510,275,116.14
05/04/2022,86100,189,0.04
05/04/2022,66110,172,0.46
05/04/2022,86350,198,182.08
05/04/2022,61530,227,50.11
05/04/2022,65730,209,4.22
05/04/2022,62550,242,65.32
05/04/2022,73050,168,12.64
05/04/2022,64000,244,246.42
05/04/2022,62550,239,53.22
05/04/2022,65620,164,29.74
05/04/2022,61510,150,75.07
05/04/2022,81260,249,26.95
05/04/2022,66130,161,64.09
05/04/2022,72110,208,"2,581.22"
05/04/2022,66550,274,70.54
05/04/2022,66100,256,5.24
05/04/2022,65750,260,692.68
06/04/2022,66510,157,47.14
06/04/2022,73050,214,64.42
06/04/2022,83020,230,510.13
06/04/2022,66110,181,0.38
06/04/2022,68060,222,38.28
06/04/2022,86170,233,5.41
06/04/2022,71550,173,341.53
06/04/2022,66120,233,2.79
06/04/2022,66030,177,4.16
06/04/2022,73010,286,166.93
06/04/2022,61540,209,2.32
06/04/2022,81260,157,17.97
06/04/2022,65520,166,5.76
06/04/2022,66070,154,13.09
06/04/2022,62520,191,93.71
06/04/2022,71299,246,7.61
06/04/2022,61570,154,123.29
06/04/2022,73030,191,25.15
06/04/2022,62099,235,16.94
06/04/2022,61550,256,78.86
06/04/2022,62520,255,115.01
06/04/2022,86350,186,37.1
06/04/2022,64000,268,246.42
06/04/2022,65700,253,376.32
06/04/2022,86040,159,259.25
06/04/2022,65700,152,159.95
06/04/2022,66070,250,10.66
06/04/2022,73050,255,114.22
06/04/2022,62020,191,537.18
06/04/2022,81110,182,"3,302.68"
06/04/2022,63050,287,10.89
06/04/2022,71310,153,"3,650.29"
06/04/2022,66070,165,16
06/04/2022,61510,178,50.05
06/04/2022,66020,282,273.42
06/04/2022,62560,284,8.13
06/04/2022,71170,291,678.58
06/04/2022,71030,280,101.98
06/04/2022,65740,247,542.89
06/04/2022,65740,249,376.09
06/04/2022,86290,152,235.33
06/04/2022,65620,288,27.26
06/04/2022,65710,285,649.85
06/04/2022,81110,262,"4,036.61"
06/04/2022,81090,269,308.01
06/04/2022,66010,214,25.63
06/04/2022,81900,225,97.79
06/04/2022,64020,195,5.12
06/04/2022,66110,206,0.27
06/04/2022,65700,208,404.2
06/04/2022,66520,297,35.88
06/04/2022,62550,205,65.32
06/04/2022,68050,204,0.04
06/04/2022,65620,285,36.35
06/04/2022,65710,204,731.09
06/04/2022,68060,244,53.17
07/04/2022,73050,235,19.41
07/04/2022,81900,161,119.52
07/04/2022,62020,257,875.41
07/04/2022,73040,230,139.32
07/04/2022,61520,281,183.93
07/04/2022,65550,273,131.58
07/04/2022,63050,224,13.16
07/04/2022,65750,297,748.08
07/04/2022,66010,167,18.35
07/04/2022,66100,294,3.49
07/04/2022,64000,174,134.41
07/04/2022,73030,232,57.65
07/04/2022,65570,187,14.76
07/04/2022,62510,269,176.06
07/04/2022,83020,176,417.38
07/04/2022,65700,198,269.46
07/04/2022,65590,168,86.11
07/04/2022,62099,202,25.41
07/04/2022,66510,237,70.71
07/04/2022,66100,165,5.02
07/04/2022,66040,277,5.58
07/04/2022,81010,179,250
07/04/2022,65660,242,10.73
07/04/2022,66040,217,4.19
07/04/2022,62520,170,140.57
07/04/2022,64000,220,176.45
07/04/2022,66050,260,47.62
07/04/2022,61540,200,18.19
07/04/2022,65520,229,8.64
07/04/2022,73040,295,265.5
07/04/2022,73020,176,35.29
07/04/2022,83060,150,167.88
07/04/2022,62540,250,15.54
07/04/2022,86420,295,77.6
07/04/2022,73030,239,192.05
07/04/2022,65570,218,12.03
07/04/2022,66550,278,92.6
07/04/2022,81050,211,413.49
07/04/2022,65620,283,33.46
07/04/2022,73030,176,46.98
07/04/2022,62520,229,140.57
07/04/2022,81170,220,18.79
07/04/2022,61510,265,75.07
07/04/2022,62540,246,19.08
07/04/2022,65610,261,369.85
07/04/2022,65690,192,90.99
07/04/2022,66030,158,4.16
07/04/2022,65740,251,459.67
07/04/2022,71030,270,301.95
07/04/2022,81150,253,64.2
07/04/2022,86050,234,125.42
07/04/2022,66550,166,32.02
07/04/2022,62010,235,366.31
07/04/2022,81090,162,168
07/04/2022,66040,179,23.73
07/04/2022,62540,291,15.54
08/04/2022,65590,192,93.55
08/04/2022,86310,244,98.46
08/04/2022,66090,192,24.95
08/04/2022,73030,199,990.73
08/04/2022,83010,171,5.95
08/04/2022,64020,193,3.84
08/04/2022,63050,201,12.25
08/04/2022,65660,172,93.31
08/04/2022,62550,246,46.77
08/04/2022,86010,282,118.72
08/04/2022,65600,193,416.55
08/04/2022,64010,195,25.08
08/04/2022,62520,288,76.67
08/04/2022,66100,179,2.86
08/04/2022,65660,155,62.21
08/04/2022,72110,194,"3,002.58"
08/04/2022,84020,190,415.28
08/04/2022,66090,216,24.95
08/04/2022,66040,233,19.34
08/04/2022,86010,167,64.96
08/04/2022,71299,177,11.42
08/04/2022,65730,262,5.98
08/04/2022,63050,265,8.77
08/04/2022,86180,166,45.65
08/04/2022,62540,273,25.04
08/04/2022,61530,249,41
08/04/2022,73050,237,88.71
08/04/2022,83030,281,260.45
08/04/2022,71020,166,583.41
08/04/2022,81280,271,160.64
08/04/2022,83070,170,412.27
08/04/2022,85010,285,109.24
08/04/2022,62020,269,537.18
08/04/2022,62020,286,537.18
08/04/2022,64010,210,21.07
08/04/2022,71080,267,26.06
08/04/2022,71180,180,257.15
08/04/2022,62540,162,20.49
08/04/2022,64020,194,4.72
08/04/2022,62099,183,33.89
08/04/2022,81050,249,214.67
08/04/2022,65700,271,159.95
08/04/2022,62540,177,19.08
08/04/2022,62560,192,8.87
08/04/2022,81260,204,60.93
08/04/2022,68060,241,53.17
08/04/2022,66520,269,23.65
08/04/2022,65610,248,201.74
08/04/2022,61550,248,127.95
08/04/2022,83050,264,217.49
08/04/2022,62510,202,154.85
08/04/2022,85510,298,904.86
08/04/2022,61550,175,156.38
08/04/2022,66090,259,24.95
08/04/2022,62530,254,70.12
08/04/2022,81280,205,9.57
09/04/2022,84020,187,281.36
09/04/2022,66520,230,35.47
09/04/2022,62560,194,8.13
09/04/2022,62030,160,70.66
09/04/2022,62030,154,70.66
09/04/2022,86050,186,74.87
09/04/2022,62099,273,20.71
09/04/2022,86010,191,178.08
09/04/2022,72120,205,"4,429.37"
09/04/2022,65540,258,191.54
09/04/2022,66100,183,6.69
09/04/2022,66050,179,38.61
09/04/2022,65620,260,22.31
09/04/2022,66030,153,5.1
09/04/2022,73020,168,174.71
09/04/2022,65540,166,508.78
09/04/2022,72140,160,814.77
09/04/2022,61570,271,67.25
09/04/2022,81110,193,"2,691.07"
09/04/2022,61550,204,127.95
09/04/2022,73040,175,43.74
09/04/2022,81230,154,24.71
09/04/2022,81200,237,75.75
09/04/2022,62560,263,6.65
09/04/2022,66550,252,86.21
09/04/2022,73030,284,157.13
09/04/2022,86330,196,562.26
09/04/2022,61510,196,50.05
09/04/2022,81050,243,338.31
09/04/2022,64000,172,219.04
09/04/2022,62510,190,215.19
09/04/2022,64010,196,37.62
09/04/2022,66040,248,19.34
09/04/2022,66120,161,2.56
09/04/2022,65700,235,376.32
09/04/2022,84030,262,81.25
09/04/2022,66010,280,31.32
09/04/2022,62010,270,384.11
09/04/2022,66010,287,17.08
09/04/2022,62520,246,93.71
09/04/2022,65550,157,149.73
09/04/2022,65710,160,487.39
09/04/2022,71060,274,62.17
09/04/2022,65620,174,22.31
09/04/2022,73060,169,7.5
09/04/2022,62550,206,79.83
09/04/2022,62099,202,27.29
09/04/2022,66100,174,4.29
09/04/2022,62020,249,656.56
09/04/2022,81280,257,87.62
09/04/2022,62020,256,805.77
09/04/2022,73050,295,15.45
09/04/2022,62099,200,20.71
09/04/2022,73020,169,190.71
09/04/2022,65540,298,381.59
09/04/2022,83070,234,337.31
09/04/2022,66070,212,16
09/04/2022,86290,223,192.54
09/04/2022,61520,154,224.8
09/04/2022,66070,235,14.22
09/04/2022,66070,177,10.66
09/04/2022,83010,214,28.1
09/04/2022,65620,197,40.9
09/04/2022,86020,258,34.42
09/04/2022,62020,288,805.77
09/04/2022,66090,255,27.22
09/04/2022,65700,241,329.34
09/04/2022,71325,289,534.12
09/04/2022,66120,284,1.71
09/04/2022,66120,210,1.71
09/04/2022,61530,247,50.11
09/04/2022,66080,281,2.23
09/04/2022,65590,248,113.04
09/04/2022,66050,223,22.62
09/04/2022,65540,168,254.39
09/04/2022,65750,171,654.69
09/04/2022,61530,226,75.16
09/04/2022,65660,152,93.31
09/04/2022,62560,264,9.01
09/04/2022,65540,217,310.92
09/04/2022,66080,187,1.82
09/04/2022,66530,159,7.85
09/04/2022,62560,158,12.19
09/04/2022,66100,278,2.86
09/04/2022,62530,270,57.37
09/04/2022,68060,212,57.43
09/04/2022,65650,261,192.52
09/04/2022,62530,222,41.08
09/04/2022,65650,150,236.27
09/04/2022,66050,245,42.12
09/04/2022,81330,157,98.16
09/04/2022,86010,239,14.85
09/04/2022,84020,280,339.77
09/04/2022,83010,273,18.74
09/04/2022,84020,190,172.12
09/04/2022,62540,219,19.08
09/04/2022,61570,275,123.29
09/04/2022,86050,241,109.46
09/04/2022,65600,201,312.42
09/04/2022,65700,228,250.88
09/04/2022,66510,270,47.14
09/04/2022,86100,157,264.03
09/04/2022,61540,265,12.12
09/04/2022,66080,203,1.49
09/04/2022,66530,237,6.98
09/04/2022,65610,287,302.61
09/04/2022,65700,271,250.88
09/04/2022,65690,253,86.31
09/04/2022,66080,245,1.98
09/04/2022,73020,265,31.96
09/04/2022,86135,217,"3,636.36"
09/04/2022,68050,253,0.04
09/04/2022,73020,233,155.2
09/04/2022,66030,249,6.03
09/04/2022,65700,254,306.63
09/04/2022,65710,242,681.59
09/04/2022,61550,241,191.93
09/04/2022,62510,225,176.06
09/04/2022,66020,166,445.58
09/04/2022,86010,151,361.76
09/04/2022,65710,273,487.39
09/04/2022,66070,294,10.66
09/04/2022,71020,264,475.37
09/04/2022,65710,287,598.16
09/04/2022,62010,167,469.46
09/04/2022,66120,203,2.75
09/04/2022,66020,271,102.26
09/04/2022,86040,281,648.15
09/04/2022,68050,165,0.05
09/04/2022,65710,178,797.55
09/04/2022,86310,192,19.8
09/04/2022,71200,155,178.33
09/04/2022,65550,159,107.22
09/04/2022,72040,279,646.04
09/04/2022,66050,163,21.06
09/04/2022,62530,177,38.25
09/04/2022,71240,172,750.07
09/04/2022,71190,202,30.36
09/04/2022,71560,220,108
09/04/2022,62010,227,366.31
09/04/2022,72100,157,205.69
09/04/2022,71050,189,544.7
09/04/2022,66010,186,17.08
09/04/2022,66550,286,105.8
09/04/2022,61550,191,127.95
09/04/2022,66530,247,9.6
09/04/2022,62030,224,94.22
09/04/2022,62020,183,656.56
09/04/2022,65620,248,35.94
09/04/2022,66120,263,1.83
09/04/2022,65760,263,7.86
09/04/2022,86310,231,180.51
09/04/2022,81200,223,92.58
09/04/2022,66520,261,12.99
09/04/2022,73030,246,104.75
09/04/2022,63060,272,2
09/04/2022,65520,181,7.68
09/04/2022,66530,154,6.4
09/04/2022,66070,173,3.94
09/04/2022,81210,269,273.13
09/04/2022,65660,167,10.73
09/04/2022,66510,295,47.14
09/04/2022,65570,214,18.04
09/04/2022,62530,256,57.37
09/04/2022,66120,255,1.4
09/04/2022,73040,164,193.5
09/04/2022,65710,159,598.16
09/04/2022,61540,164,15.98
09/04/2022,71180,240,314.29
09/04/2022,71050,267,445.66
09/04/2022,61540,225,13.23
09/04/2022,63050,211,10.03
09/04/2022,65760,260,6.92
09/04/2022,62550,236,53.22
09/04/2022,65550,251,54.61
09/04/2022,66100,269,3.07
09/04/2022,66080,161,1.82
09/04/2022,61550,188,78.86
09/04/2022,65550,203,122.51
09/04/2022,86320,194,140.25
09/04/2022,86010,160,38.07
09/04/2022,61570,257,89.66
09/04/2022,82060,172,343.79
09/04/2022,73050,235,48.39
09/04/2022,86320,225,76.5
09/04/2022,73020,222,104.02
09/04/2022,66130,239,78.66
09/04/2022,61510,273,61.42
09/04/2022,81200,163,50.5
09/04/2022,63050,172,10.77
09/04/2022,66030,276,6.03
09/04/2022,62550,289,43.54
10/04/2022,65590,252,105.24
10/04/2022,62520,200,63.18
10/04/2022,62510,213,264.1
10/04/2022,66530,222,9.6
10/04/2022,62560,155,8.13
10/04/2022,62520,280,124.95
10/04/2022,72090,195,"1,611.19"
10/04/2022,66040,261,16.99
10/04/2022,84020,181,276.85
10/04/2022,73030,165,37.72
10/04/2022,62550,287,43.54
10/04/2022,73020,279,43.31
10/04/2022,61520,298,183.93
10/04/2022,66130,201,68.84
10/04/2022,66130,281,96.14
10/04/2022,66510,168,70.71
10/04/2022,82050,177,9.44
10/04/2022,66130,281,64.09
10/04/2022,68060,282,70.19
10/04/2022,66130,253,52.44
10/04/2022,66520,173,12.99
10/04/2022,66130,284,78.66
10/04/2022,73030,206,70.46
10/04/2022,66050,202,41.47
10/04/2022,66020,194,334.18
10/04/2022,73040,273,233.64
10/04/2022,73050,230,51.02
10/04/2022,65570,164,15.86
10/04/2022,73010,200,25.96
10/04/2022,66130,150,69.92
10/04/2022,66030,198,5.54
10/04/2022,72090,224,"1,318.25"
10/04/2022,72100,231,137.12
10/04/2022,62010,246,704.19
10/04/2022,66530,171,5.24
10/04/2022,64000,298,216.55
10/04/2022,73050,256,43.45
10/04/2022,86180,178,30.43
10/04/2022,73050,244,14.66
10/04/2022,73010,225,306.04
10/04/2022,66080,204,1.49
10/04/2022,64000,287,179.21
10/04/2022,72150,170,"2,082.93"
10/04/2022,62530,208,22.41
10/04/2022,65690,297,86.31
10/04/2022,64010,241,20.52
10/04/2022,71190,199,8.84
10/04/2022,62540,196,23.31
10/04/2022,66040,271,23.73
10/04/2022,65700,213,250.88
10/04/2022,61530,152,23.38
10/04/2022,62020,283,984.84
10/04/2022,66120,237,2.59
10/04/2022,71160,191,159.31
10/04/2022,65700,288,376.32
10/04/2022,65760,293,9.12
11/04/2022,86020,265,63.1
11/04/2022,72010,220,"3,636.55"
11/04/2022,65600,274,335.56
11/04/2022,68060,283,41.12
11/04/2022,62520,283,140.57
11/04/2022,66070,289,8.72
11/04/2022,62099,237,25.41
11/04/2022,66520,161,29.36
11/04/2022,65700,205,494.02
11/04/2022,82060,155,420.18
11/04/2022,66070,254,13.09
11/04/2022,65660,234,62.21
11/04/2022,66510,293,86.42
11/04/2022,65660,223,82.94
11/04/2022,66530,178,8.43
11/04/2022,86050,198,139.78
11/04/2022,62099,263,15.24
11/04/2022,73020,153,214.42
11/04/2022,86100,277,123.73
11/04/2022,81100,258,446.52
11/04/2022,81140,203,449.82
11/04/2022,61540,179,9.92
11/04/2022,68050,187,0.05
11/04/2022,65520,177,7.07
11/04/2022,65710,156,398.77
11/04/2022,73040,218,191.16
11/04/2022,62010,231,504.24
11/04/2022,81020,227,75
11/04/2022,65600,198,383.42
11/04/2022,66020,228,273.42
11/04/2022,71560,223,11.85
11/04/2022,64020,192,3.14
11/04/2022,65520,291,4.71
11/04/2022,66550,211,129.32
11/04/2022,62560,256,9.97
11/04/2022,66110,203,0.25
11/04/2022,66080,202,2.23
11/04/2022,65710,220,487.39
11/04/2022,66100,201,4.29
11/04/2022,65620,193,33.46
11/04/2022,65740,254,376.09
11/04/2022,72150,237,"1,788.32"
11/04/2022,85510,264,603.24
11/04/2022,82050,157,17.3
11/04/2022,72020,248,"2,380.27"
11/04/2022,61560,252,52.63
11/04/2022,65540,178,310.92
11/04/2022,86010,198,197.32
11/04/2022,66020,230,273.42
11/04/2022,66510,270,57.62
11/04/2022,65700,183,306.63
11/04/2022,65730,219,4.56
11/04/2022,65540,289,310.92
11/04/2022,66130,290,56.32
11/04/2022,61520,289,122.19
