TranDate,Account,Dept,Sum of Amount
03/01/2022,62530,298,1.47
04/01/2022,66020,256,14.93
04/01/2022,66100,227,5.12
04/01/2022,65590,253,11.16
04/01/2022,62530,156,1.47
04/01/2022,86010,189,59.34
04/01/2022,71160,150,14.98
04/01/2022,65550,267,31.17
04/01/2022,65550,287,31.17
04/01/2022,81210,176,342.89
04/01/2022,62510,287,37.03
04/01/2022,66510,209,6.93
04/01/2022,64000,198,89.64
04/01/2022,64010,273,43.18
04/01/2022,71560,290,76
04/01/2022,61570,204,44.85
04/01/2022,86030,189,12.4
04/01/2022,65570,243,0.8
04/01/2022,62550,244,6.56
04/01/2022,86040,182,6.74
04/01/2022,62550,155,6.21
04/01/2022,66070,216,0.23
04/01/2022,72340,183,45.8
04/01/2022,86450,199,1.48
04/01/2022,65740,157,362.89
04/01/2022,61570,249,49.83
04/01/2022,62560,222,0.46
04/01/2022,65690,187,26.78
04/01/2022,71200,289,30.16
04/01/2022,66070,165,0.21
04/01/2022,83020,188,240.37
04/01/2022,66020,186,40.53
04/01/2022,64000,213,94.62
04/01/2022,66550,189,6.08
04/01/2022,81220,284,6.41
04/01/2022,83020,265,299.07
04/01/2022,66110,256,0.67
04/01/2022,68060,195,42.54
04/01/2022,65700,179,44.31
04/01/2022,73020,296,40.68
04/01/2022,73010,248,617.9
04/01/2022,65900,202,19.24
04/01/2022,65750,248,542.14
04/01/2022,86200,255,64.2
04/01/2022,62550,220,19.62
04/01/2022,71060,253,1.79
05/01/2022,86290,162,148.41
05/01/2022,62530,161,1.47
05/01/2022,82040,150,17.13
05/01/2022,65750,217,515.03
05/01/2022,86100,220,47.96
05/01/2022,65590,289,10.94
05/01/2022,65760,271,7.31
05/01/2022,61560,285,0.94
05/01/2022,62010,248,188.48
05/01/2022,65590,164,10.94
05/01/2022,66110,247,0.5
05/01/2022,61520,173,100.69
05/01/2022,68060,294,40.41
05/01/2022,62530,168,1.96
05/01/2022,65740,197,362.89
05/01/2022,66510,214,6.93
05/01/2022,73030,235,537.51
05/01/2022,65730,269,4.56
05/01/2022,64000,276,126.16
05/01/2022,62510,178,46.77
05/01/2022,71060,259,27.38
05/01/2022,66050,288,53.08
05/01/2022,62560,262,0.39
05/01/2022,66550,290,6.75
05/01/2022,66520,233,7.9
05/01/2022,73040,287,157.32
05/01/2022,66070,276,0.22
05/01/2022,66520,252,8.32
05/01/2022,61540,175,0.77
05/01/2022,62560,251,0.35
05/01/2022,65540,181,73.59
05/01/2022,73050,224,0.66
05/01/2022,62520,186,13.95
05/01/2022,71299,196,10.15
05/01/2022,65730,298,4.56
05/01/2022,71550,195,42.03
05/01/2022,66040,265,5.58
05/01/2022,61510,152,14.62
05/01/2022,64020,204,0.47
05/01/2022,65550,195,29.53
05/01/2022,62020,291,279.13
05/01/2022,71030,297,81.34
05/01/2022,81900,169,7.32
05/01/2022,65550,274,32.81
05/01/2022,62510,172,41.86
06/01/2022,71170,176,254.19
06/01/2022,73020,245,136.35
06/01/2022,66520,181,7.48
06/01/2022,66100,290,4.76
06/01/2022,81900,217,8.13
06/01/2022,62010,175,178.56
06/01/2022,61550,246,22.71
06/01/2022,62530,165,1.47
06/01/2022,86050,216,123.29
06/01/2022,61520,206,93.75
06/01/2022,65750,266,515.03
06/01/2022,65730,295,5.06
06/01/2022,81130,273,215.82
06/01/2022,62099,197,14.81
06/01/2022,72160,286,"1,210.59"
06/01/2022,83060,230,131.5
06/01/2022,86350,221,256.75
06/01/2022,68050,181,0.81
06/01/2022,66130,193,61.96
06/01/2022,73030,188,510.63
06/01/2022,81170,204,82.68
06/01/2022,73010,288,8.36
06/01/2022,86320,264,13.48
06/01/2022,72120,190,"6,095.03"
06/01/2022,86100,158,48.52
06/01/2022,61550,291,22.71
06/01/2022,83060,238,124.58
06/01/2022,65550,171,32.81
06/01/2022,83030,197,494.84
06/01/2022,86290,266,156.66
06/01/2022,61510,161,20.52
06/01/2022,66120,154,1.97
06/01/2022,63060,222,7.67
06/01/2022,66550,242,6.08
06/01/2022,86020,268,2.02
06/01/2022,65540,272,61.32
06/01/2022,65700,211,39.88
06/01/2022,83030,283,145.41
06/01/2022,66120,188,5.66
06/01/2022,68060,252,41.12
06/01/2022,73020,179,122.72
06/01/2022,72090,265,888.1
06/01/2022,66510,240,6.24
06/01/2022,65690,184,29.75
06/01/2022,65600,296,11.08
07/01/2022,65750,173,524.07
07/01/2022,65740,298,483.85
07/01/2022,72050,210,169.8
07/01/2022,64010,161,15.27
07/01/2022,65760,206,8.78
07/01/2022,62099,276,15.9
07/01/2022,65750,210,487.93
07/01/2022,61570,170,48.17
07/01/2022,71010,272,195.48
07/01/2022,64000,260,96.28
07/01/2022,73050,242,12.79
07/01/2022,84020,208,142.97
07/01/2022,65750,221,487.93
07/01/2022,65590,227,10.94
07/01/2022,61570,152,49.83
07/01/2022,71010,247,185.19
07/01/2022,66110,250,0.6
07/01/2022,72340,253,231.84
07/01/2022,66550,156,6.08
07/01/2022,61550,281,25.24
07/01/2022,65550,287,43.74
07/01/2022,81060,292,750.65
07/01/2022,66100,193,4.76
07/01/2022,61560,182,0.94
07/01/2022,66110,195,0.5
07/01/2022,61560,226,1.04
07/01/2022,66510,260,6.59
07/01/2022,65600,267,11.08
07/01/2022,66520,186,7.48
07/01/2022,66040,228,3.24
07/01/2022,66510,161,13.38
07/01/2022,65710,188,"1,186.41"
07/01/2022,61570,194,59.8
07/01/2022,80990,207,"2,647.13"
07/01/2022,65600,286,11.08
07/01/2022,64010,284,21.49
07/01/2022,65700,233,39.88
07/01/2022,83020,254,72
07/01/2022,65690,290,28.27
07/01/2022,65590,219,9.84
07/01/2022,61520,223,104.16
07/01/2022,66110,260,0.5
07/01/2022,68050,243,0.73
07/01/2022,65740,237,362.89
07/01/2022,66020,254,15.19
08/01/2022,65760,238,9.26
08/01/2022,61550,257,22.71
08/01/2022,73020,169,4.03
08/01/2022,66100,151,6.7
08/01/2022,62010,248,178.56
08/01/2022,86330,235,539.34
08/01/2022,61530,171,5.03
08/01/2022,65540,208,55.19
08/01/2022,66050,155,45.01
08/01/2022,86010,163,34.35
08/01/2022,62560,181,0.49
08/01/2022,66040,174,3.18
08/01/2022,86290,228,551.05
08/01/2022,62020,277,385.01
08/01/2022,71190,156,35.02
08/01/2022,73050,162,26.51
08/01/2022,73020,228,46.22
08/01/2022,72140,297,822.14
08/01/2022,61520,250,93.75
08/01/2022,61530,233,5.7
08/01/2022,81270,267,47.28
08/01/2022,81100,254,355.54
08/01/2022,63060,181,7.67
08/01/2022,63060,150,5.43
08/01/2022,82070,167,4.22
08/01/2022,66120,238,2.22
08/01/2022,66010,232,0.54
08/01/2022,62099,289,15.63
08/01/2022,86100,155,45.56
08/01/2022,61540,199,1.03
08/01/2022,66040,260,3.35
08/01/2022,61520,166,98.95
08/01/2022,73050,165,2.84
08/01/2022,61540,276,0.7
08/01/2022,81200,254,566.26
08/01/2022,72010,251,"1,342.27"
08/01/2022,66120,235,2.76
08/01/2022,61520,247,93.75
08/01/2022,62550,296,6.67
08/01/2022,65760,289,6.58
08/01/2022,66020,293,16.88
08/01/2022,66040,213,3.01
08/01/2022,86350,219,96.52
08/01/2022,86020,209,15.63
08/01/2022,65540,218,61.32
08/01/2022,73040,295,497.16
08/01/2022,81310,231,157.5
08/01/2022,66550,182,6.53
08/01/2022,86020,196,16.5
08/01/2022,64020,163,0.34
08/01/2022,63060,279,7.24
08/01/2022,61510,194,19.49
08/01/2022,62510,170,35.08
08/01/2022,72060,209,674.54
08/01/2022,68050,240,0.78
08/01/2022,86150,188,2.55
08/01/2022,64020,236,0.44
08/01/2022,62530,296,1.64
08/01/2022,62510,214,35.08
08/01/2022,65570,237,0.89
08/01/2022,65600,161,11.7
08/01/2022,66110,282,1.53
08/01/2022,65600,267,11.08
08/01/2022,68060,297,38.28
08/01/2022,62560,254,0.35
08/01/2022,86310,213,34.72
08/01/2022,65740,242,389.77
08/01/2022,73040,182,231.6
08/01/2022,86280,199,163.79
08/01/2022,62020,178,294.64
08/01/2022,81270,166,52.53
08/01/2022,62530,158,13.98
08/01/2022,86100,226,46.09
08/01/2022,64020,183,0.36
08/01/2022,73040,154,220.02
08/01/2022,62530,168,1.56
08/01/2022,68050,206,1.08
08/01/2022,66070,174,0.28
08/01/2022,62560,192,0.35
08/01/2022,68060,150,42.54
08/01/2022,61520,243,104.16
08/01/2022,86250,244,304.12
08/01/2022,61530,203,26.68
08/01/2022,71200,162,33.51
08/01/2022,65690,220,31.96
08/01/2022,86150,233,2.41
08/01/2022,83010,291,18.63
08/01/2022,64020,204,0.33
08/01/2022,65570,289,0.89
08/01/2022,66130,255,65.22
08/01/2022,68050,195,0.73
08/01/2022,83060,258,138.42
08/01/2022,65600,291,11.7
08/01/2022,81230,215,117.64
08/01/2022,61570,249,47.34
08/01/2022,86100,231,43.67
08/01/2022,66050,297,37.72
08/01/2022,82010,214,301.09
08/01/2022,71550,186,44.36
08/01/2022,73050,152,11.14
08/01/2022,86180,286,72.95
08/01/2022,81020,275,89.29
08/01/2022,81270,152,544.03
08/01/2022,65760,272,8.78
08/01/2022,86010,205,124.47
08/01/2022,64000,259,89.64
08/01/2022,65710,286,559.45
08/01/2022,72090,194,843.7
08/01/2022,61550,282,23.97
08/01/2022,66120,162,1.86
08/01/2022,65550,154,31.17
08/01/2022,71050,253,23.73
08/01/2022,86080,224,129.86
08/01/2022,62520,222,12.56
08/01/2022,68050,255,0.77
08/01/2022,62520,255,12.56
08/01/2022,62010,193,178.56
08/01/2022,66070,243,0.29
08/01/2022,66070,261,0.22
08/01/2022,81150,217,113.62
08/01/2022,66100,298,5.29
08/01/2022,61570,292,44.85
08/01/2022,80990,164,700.58
08/01/2022,64020,185,0.35
08/01/2022,66510,158,7.07
08/01/2022,65900,196,19.24
08/01/2022,65730,279,10.38
08/01/2022,62010,265,178.56
08/01/2022,65540,169,55.19
08/01/2022,61570,268,49.83
08/01/2022,61510,254,14.87
08/01/2022,61560,193,0.99
08/01/2022,66520,219,7.9
08/01/2022,65600,191,11.9
08/01/2022,62010,183,178.56
08/01/2022,65700,152,44.31
08/01/2022,62010,222,198.4
08/01/2022,66070,285,0.21
08/01/2022,68050,285,0.77
08/01/2022,66020,275,14.14
08/01/2022,65550,203,41.55
08/01/2022,86180,163,77
08/01/2022,81010,177,283.8
08/01/2022,65690,264,35.7
08/01/2022,62510,267,37.68
08/01/2022,61540,257,2.87
08/01/2022,68060,163,40.41
08/01/2022,81280,204,49.37
08/01/2022,65700,180,39.88
08/01/2022,62560,212,0.35
08/01/2022,65730,298,4.56
08/01/2022,61510,260,13.85
08/01/2022,61530,182,5.59
08/01/2022,65540,156,81.76
08/01/2022,65760,194,7.31
08/01/2022,83010,214,42.27
08/01/2022,65760,286,6.58
08/01/2022,71550,163,195.12
08/01/2022,64010,208,15.27
08/01/2022,64020,274,0.32
08/01/2022,82070,222,4.44
08/01/2022,66050,259,41.91
08/01/2022,65760,217,7.31
08/01/2022,62530,203,1.47
08/01/2022,71299,256,10.68
08/01/2022,61560,180,1.04
08/01/2022,82050,221,170.64
08/01/2022,86020,288,16.49
08/01/2022,64020,269,0.35
08/01/2022,63060,216,6.18
08/01/2022,81240,185,18.12
08/01/2022,61540,253,0.75
08/01/2022,73050,201,11.34
08/01/2022,61550,282,24.39
08/01/2022,66550,297,8.55
08/01/2022,65540,178,59.28
08/01/2022,66130,279,58.69
08/01/2022,65570,232,0.89
08/01/2022,63060,166,5.75
08/01/2022,62530,223,1.47
08/01/2022,63060,269,6.86
08/01/2022,68060,228,51.04
08/01/2022,63060,203,5.75
08/01/2022,83060,287,301.69
08/01/2022,66100,261,5.4
08/01/2022,83070,271,151.44
08/01/2022,61520,206,98.95
08/01/2022,68060,200,40.41
08/01/2022,61570,212,47.34
08/01/2022,66020,220,14.14
08/01/2022,61530,284,5.03
08/01/2022,86140,254,16.06
08/01/2022,65600,225,12.56
09/01/2022,72050,260,152.82
09/01/2022,65690,261,26.78
09/01/2022,65730,284,6.08
09/01/2022,81100,248,136.7
09/01/2022,64010,219,16.12
09/01/2022,62520,284,12.56
09/01/2022,66040,271,4.19
09/01/2022,63060,229,6.39
09/01/2022,86050,294,72.83
09/01/2022,65740,204,826.58
09/01/2022,65540,165,109.56
09/01/2022,65740,298,510.73
09/01/2022,66040,224,3.6
09/01/2022,66020,277,14.93
09/01/2022,61550,227,22.71
09/01/2022,66110,172,0.5
09/01/2022,66130,294,58.69
09/01/2022,66550,254,6.41
09/01/2022,62020,186,274.32
09/01/2022,73040,270,100.8
09/01/2022,62020,202,288.75
09/01/2022,65600,227,12.31
09/01/2022,73030,250,358.84
09/01/2022,65710,184,590.53
09/01/2022,62510,264,38.98
09/01/2022,66040,220,4.46
09/01/2022,65740,274,389.77
09/01/2022,61510,220,15.39
09/01/2022,66070,162,0.21
09/01/2022,65740,203,"1,102.10"
09/01/2022,61570,193,44.85
09/01/2022,82010,160,286.04
09/01/2022,65540,254,55.19
09/01/2022,65740,153,362.89
09/01/2022,62099,245,15.63
09/01/2022,65540,283,146.08
09/01/2022,86040,298,232.57
09/01/2022,73030,156,339.96
09/01/2022,64020,225,0.53
09/01/2022,71180,214,15.09
09/01/2022,73050,211,3.64
09/01/2022,66110,223,0.57
09/01/2022,65740,284,383.05
09/01/2022,65600,239,12.31
09/01/2022,65760,252,6.58
10/01/2022,65590,249,9.84
10/01/2022,66120,196,1.86
10/01/2022,62099,228,14.81
10/01/2022,73050,215,3
10/01/2022,86100,280,43.16
10/01/2022,63060,274,6.39
10/01/2022,66030,253,0.43
10/01/2022,86360,204,153.74
10/01/2022,62099,287,14.81
10/01/2022,73010,285,84.55
10/01/2022,83050,252,244.03
10/01/2022,81060,236,291.63
10/01/2022,86080,287,310.22
10/01/2022,62020,278,346.51
10/01/2022,72130,221,75.28
10/01/2022,61510,178,15.39
10/01/2022,66550,259,6.41
10/01/2022,62020,231,259.88
10/01/2022,62550,151,6.9
10/01/2022,72110,243,"1,700.31"
10/01/2022,73010,297,338.13
10/01/2022,83010,292,20.7
10/01/2022,66130,172,58.69
10/01/2022,71020,293,69.14
10/01/2022,85010,178,92.49
10/01/2022,62520,167,13.95
10/01/2022,61520,176,100.69
10/01/2022,81280,253,52.11
10/01/2022,65700,253,42.09
10/01/2022,66550,187,6.08
10/01/2022,72340,266,"1,725.72"
10/01/2022,66550,272,6.08
10/01/2022,65750,296,487.93
10/01/2022,63060,199,6.07
10/01/2022,86180,234,27.66
10/01/2022,68050,211,0.81
10/01/2022,72999,200,441.42
10/01/2022,65740,287,362.89
10/01/2022,66020,207,14.14
10/01/2022,65690,213,26.78
10/01/2022,81090,284,236.8
10/01/2022,66510,250,6.24
10/01/2022,62510,256,35.08
10/01/2022,65750,160,"1,111.39"
10/01/2022,66510,235,6.24
11/01/2022,61550,188,104.7
11/01/2022,72020,244,"6,059.07"
11/01/2022,68060,232,38.28
11/01/2022,86360,227,145.65
11/01/2022,62510,163,38.98
11/01/2022,61570,254,63.12
11/01/2022,68060,165,42.54
11/01/2022,72090,297,799.29
11/01/2022,81350,188,27.82
11/01/2022,71030,287,6.82
11/01/2022,61540,186,0.7
11/01/2022,68050,160,0.82
11/01/2022,61540,177,0.77
11/01/2022,62550,293,7.41
11/01/2022,65570,224,0.8
11/01/2022,66120,235,1.97
11/01/2022,61560,212,0.99
11/01/2022,65730,154,5.06
11/01/2022,65740,258,403.21
11/01/2022,61550,153,23.97
11/01/2022,65900,275,19.24
11/01/2022,66510,235,6.93
11/01/2022,62099,287,16.45
11/01/2022,82050,173,59.14
11/01/2022,66070,296,0.21
11/01/2022,62010,266,188.48
11/01/2022,86010,200,144.9
11/01/2022,65710,160,"1,581.89"
11/01/2022,62560,218,0.35
11/01/2022,86100,285,198.09
11/01/2022,73020,249,4.26
11/01/2022,64010,221,16.12
11/01/2022,66040,231,4.02
11/01/2022,65710,296,694.49
11/01/2022,65550,159,33.47
11/01/2022,63060,154,5.75
11/01/2022,61530,204,5.03
11/01/2022,86020,191,42.98
11/01/2022,61510,177,16.53
11/01/2022,65690,294,35.7
11/01/2022,73030,279,78.35
11/01/2022,72340,185,354.4
11/01/2022,65900,165,20.25
11/01/2022,62510,208,35.08
11/01/2022,64020,160,0.42
12/01/2022,65590,225,13.85
12/01/2022,72340,286,324.52
12/01/2022,62099,165,16.45
12/01/2022,64010,200,16.97
12/01/2022,71030,201,7.58
12/01/2022,66510,152,6.59
12/01/2022,65730,289,5.44
12/01/2022,81230,207,293.17
12/01/2022,73030,278,368.82
12/01/2022,65900,271,18.23
12/01/2022,61510,208,13.85
12/01/2022,62560,257,2.21
12/01/2022,66070,224,0.23
12/01/2022,66050,189,85.92
12/01/2022,64010,182,16.4
12/01/2022,86030,292,2.01
12/01/2022,66550,204,9
12/01/2022,73010,252,320.33
12/01/2022,84020,157,225.08
12/01/2022,61560,205,0.99
12/01/2022,65900,191,20.25
12/01/2022,65710,164,520.86
12/01/2022,62099,241,15.63
12/01/2022,66020,284,15.19
12/01/2022,66130,281,82.61
12/01/2022,62550,194,6.56
12/01/2022,65540,268,55.19
12/01/2022,66050,173,55.88
12/01/2022,72060,180,639.03
12/01/2022,73040,197,297.36
12/01/2022,86360,202,543.94
12/01/2022,62530,272,1.56
12/01/2022,61560,213,0.94
12/01/2022,66050,270,39.81
12/01/2022,65690,167,30.36
12/01/2022,73010,289,233.11
12/01/2022,86100,160,16.11
12/01/2022,68060,254,38.28
12/01/2022,61540,249,0.79
12/01/2022,66050,249,37.72
12/01/2022,66110,266,0.74
12/01/2022,86280,205,61.18
12/01/2022,66520,225,7.48
12/01/2022,86270,218,46.89
12/01/2022,61540,175,0.77
13/01/2022,86350,209,86.87
13/01/2022,62099,151,19.74
13/01/2022,81150,278,271.42
13/01/2022,66100,228,10.85
13/01/2022,66050,222,39.81
13/01/2022,62510,258,49.37
13/01/2022,73010,151,214.53
13/01/2022,64020,270,0.35
13/01/2022,68050,239,0.77
13/01/2022,62560,258,0.39
13/01/2022,65740,245,403.21
13/01/2022,61540,160,0.93
13/01/2022,81230,226,130.71
13/01/2022,86100,188,15.31
13/01/2022,62510,225,35.08
13/01/2022,64000,193,89.64
13/01/2022,73010,205,596.54
13/01/2022,66100,289,4.76
13/01/2022,65710,181,578.74
13/01/2022,61530,183,5.03
13/01/2022,62010,231,238.08
13/01/2022,66070,171,0.25
13/01/2022,83050,162,231.83
13/01/2022,65540,287,62.57
13/01/2022,63060,204,8.52
13/01/2022,65710,257,733.07
13/01/2022,66050,168,37.72
13/01/2022,66050,174,50.29
13/01/2022,65710,211,549.8
13/01/2022,72160,190,"1,274.31"
13/01/2022,62530,253,1.96
13/01/2022,66130,177,86.96
13/01/2022,66100,197,6.35
13/01/2022,73010,271,198
13/01/2022,65570,249,0.8
13/01/2022,64010,172,15.27
13/01/2022,61520,227,106.28
13/01/2022,61560,239,0.99
13/01/2022,86050,168,219.36
13/01/2022,66020,162,19.9
13/01/2022,61530,241,6.71
13/01/2022,86180,242,26.28
13/01/2022,62520,234,67.84
13/01/2022,61540,170,0.7
13/01/2022,65900,298,27
14/01/2022,65550,293,32.81
14/01/2022,66020,263,15.71
14/01/2022,66100,174,5.03
14/01/2022,64010,156,20.36
14/01/2022,65900,283,19.58
14/01/2022,65730,193,4.81
14/01/2022,86200,212,60.82
14/01/2022,65570,298,1.13
14/01/2022,61560,201,0.94
14/01/2022,65710,262,520.86
14/01/2022,61550,275,78.53
14/01/2022,66110,232,0.5
14/01/2022,62510,158,35.08
14/01/2022,65900,228,18.23
14/01/2022,86010,266,65.94
14/01/2022,61560,236,0.94
14/01/2022,66520,217,8.49
14/01/2022,66120,259,1.86
14/01/2022,62530,169,1.56
14/01/2022,65550,273,31.71
14/01/2022,86330,217,569.3
14/01/2022,61550,206,24.39
14/01/2022,66020,152,18.86
14/01/2022,81190,235,88.26
14/01/2022,62560,268,0.42
14/01/2022,61560,186,0.94
14/01/2022,61510,291,15.39
14/01/2022,61540,180,0.74
14/01/2022,72340,215,978.8
14/01/2022,65690,265,28.27
14/01/2022,65900,298,18.23
14/01/2022,65550,246,32.81
14/01/2022,73040,291,90.72
14/01/2022,62550,181,6.9
14/01/2022,65690,180,26.78
14/01/2022,66070,266,0.21
14/01/2022,61540,271,0.7
14/01/2022,65710,239,549.8
14/01/2022,86270,251,42.2
14/01/2022,62550,260,6.21
14/01/2022,62020,194,954.03
14/01/2022,61570,255,44.85
14/01/2022,64020,268,0.32
14/01/2022,81200,153,233.01
14/01/2022,65740,168,383.05
15/01/2022,65590,236,9.84
15/01/2022,62010,199,213.1
15/01/2022,65700,252,39.88
15/01/2022,64000,182,94.62
15/01/2022,62530,216,1.56
15/01/2022,61550,278,27.1
15/01/2022,63060,273,5.75
15/01/2022,65570,279,0.8
15/01/2022,65760,213,6.58
15/01/2022,65740,210,537.61
15/01/2022,68060,206,38.28
15/01/2022,65540,237,59.28
15/01/2022,81190,171,189.76
15/01/2022,66040,261,3.42
15/01/2022,65740,253,362.89
15/01/2022,71200,158,31.83
15/01/2022,66050,154,41.91
15/01/2022,62550,266,6.21
15/01/2022,65540,222,73.59
15/01/2022,65690,154,44.18
15/01/2022,68050,164,0.81
15/01/2022,66520,286,7.9
15/01/2022,62099,254,14.81
15/01/2022,66120,248,2.11
15/01/2022,81210,241,308.6
15/01/2022,73020,210,112.48
15/01/2022,66100,208,4.76
15/01/2022,62010,180,198.4
15/01/2022,81200,280,258.9
15/01/2022,63050,278,93.17
15/01/2022,65540,273,55.19
15/01/2022,61510,224,14.62
15/01/2022,65750,235,487.93
15/01/2022,64000,288,99.6
15/01/2022,86050,169,69
15/01/2022,66520,284,7.48
15/01/2022,62020,230,259.88
15/01/2022,61530,259,5.03
15/01/2022,81180,239,140.85
15/01/2022,61520,173,104.16
15/01/2022,64000,279,119.52
15/01/2022,66520,224,8.32
15/01/2022,72090,292,"2,807.10"
15/01/2022,66110,204,0.71
15/01/2022,66040,156,3.01
15/01/2022,62560,230,2.95
15/01/2022,73010,154,8.8
15/01/2022,61570,239,49.83
15/01/2022,65750,184,487.93
15/01/2022,65600,214,13.22
15/01/2022,65700,217,60.79
15/01/2022,65900,210,20.25
15/01/2022,86180,152,184.12
15/01/2022,81020,172,15.78
15/01/2022,62099,184,20.84
15/01/2022,61520,216,104.16
15/01/2022,65760,261,7.07
15/01/2022,65590,286,9.84
15/01/2022,66550,165,6.41
15/01/2022,66130,161,58.69
15/01/2022,62510,190,185.23
15/01/2022,61540,180,0.7
15/01/2022,66020,150,16.03
15/01/2022,65590,193,21.03
15/01/2022,86020,236,38.68
15/01/2022,64010,248,16.97
15/01/2022,73010,206,7.92
15/01/2022,65570,262,0.8
15/01/2022,65690,276,28.76
15/01/2022,66550,157,8.1
15/01/2022,62560,271,0.35
15/01/2022,65540,162,55.19
15/01/2022,81150,161,119.93
15/01/2022,72340,157,231.93
15/01/2022,66110,239,0.56
15/01/2022,81310,298,166.25
15/01/2022,65740,191,383.05
15/01/2022,61520,187,93.75
15/01/2022,73050,272,11.97
15/01/2022,86050,167,363.2
15/01/2022,73030,161,56.81
15/01/2022,66510,264,6.24
15/01/2022,73010,168,355.92
15/01/2022,65740,265,433.07
15/01/2022,65900,190,21.75
15/01/2022,81230,234,124.17
15/01/2022,66510,259,6.24
15/01/2022,61510,213,13.85
15/01/2022,62550,263,6.56
15/01/2022,62010,220,202.45
15/01/2022,66100,182,5.03
15/01/2022,65600,183,14.77
15/01/2022,62510,157,138.92
15/01/2022,65900,263,18.23
15/01/2022,65600,284,12.31
15/01/2022,81060,230,277.05
15/01/2022,68060,288,38.28
15/01/2022,65700,178,44.31
15/01/2022,73050,269,3.16
15/01/2022,65740,187,403.21
15/01/2022,65570,233,0.8
15/01/2022,72150,298,838.76
15/01/2022,62560,266,0.37
15/01/2022,73020,179,423.28
15/01/2022,62520,253,13.49
15/01/2022,86020,262,2.13
15/01/2022,86110,271,13.86
15/01/2022,63060,165,5.75
15/01/2022,82070,211,4
15/01/2022,66020,219,15.71
15/01/2022,83010,177,44.61
15/01/2022,71200,277,148.41
15/01/2022,85510,165,493.56
15/01/2022,65730,282,5.06
15/01/2022,62550,244,6.67
15/01/2022,64000,181,96.28
15/01/2022,66070,162,0.21
15/01/2022,65550,218,29.53
15/01/2022,62530,183,1.64
15/01/2022,62099,239,14.81
15/01/2022,66070,218,1.25
15/01/2022,66070,160,0.23
15/01/2022,65700,188,42.09
15/01/2022,65590,210,9.84
