TranDate,Account,Dept,Sum of Amount
12/02/2022,73010,150,270.82
12/02/2022,65740,110,672.01
12/02/2022,61520,150,117.9
12/02/2022,61530,150,22.26
12/02/2022,66510,140,15.68
12/02/2022,73040,160,126
12/02/2022,65690,110,66.49
12/02/2022,66530,140,25.8
12/02/2022,65740,110,504.01
12/02/2022,66510,140,16.84
12/02/2022,62550,120,32.03
12/02/2022,65710,110,723.42
12/02/2022,63060,150,2
12/02/2022,66080,130,5.06
12/02/2022,86050,160,85.8
12/02/2022,62550,120,42.7
12/02/2022,86180,140,72.08
12/02/2022,61560,150,3.27
12/02/2022,62530,120,9.28
12/02/2022,66090,130,0.68
12/02/2022,62520,120,69.66
12/02/2022,66130,130,81.52
12/02/2022,65590,110,35.54
12/02/2022,72120,160,"2,815.95"
12/02/2022,65710,110,964.57
12/02/2022,66130,130,81.52
12/02/2022,64010,150,10.01
12/02/2022,66040,130,4.19
12/02/2022,62560,120,22.78
12/02/2022,64020,150,0.17
12/02/2022,66070,130,4.38
12/02/2022,66520,140,18.63
12/02/2022,65760,110,9.82
12/02/2022,73010,150,270.82
12/02/2022,65600,110,56.43
12/02/2022,86180,160,352.76
12/02/2022,65590,110,35.54
12/02/2022,73060,160,117.36
12/02/2022,65550,110,75.94
12/02/2022,65730,110,6.33
12/02/2022,62020,150,276.32
12/02/2022,65570,110,3.34
12/02/2022,62560,120,17.08
12/02/2022,86010,160,62.71
12/02/2022,73030,165,96.54
12/02/2022,86050,150,69.56
12/02/2022,66070,130,4.08
12/02/2022,65570,110,3.34
12/02/2022,64020,150,0.17
12/02/2022,64010,150,8.06
12/02/2022,65540,110,296.26
12/02/2022,62020,150,276.32
12/02/2022,66080,130,5.06
12/02/2022,62520,120,64.85
12/02/2022,65730,110,6.33
12/02/2022,65710,110,723.42
12/02/2022,71200,150,36.97
12/02/2022,65730,110,6.8
12/02/2022,65710,110,723.42
12/02/2022,66070,130,4.08
12/02/2022,72120,160,"2,815.95"
12/02/2022,65600,110,56.43
12/02/2022,86010,165,37.28
12/02/2022,65760,110,9.14
12/02/2022,61530,150,29.68
12/02/2022,83020,130,100
12/02/2022,65760,110,9.14
12/02/2022,65690,110,71.42
12/02/2022,64020,150,0.18
12/02/2022,64020,150,0.17
12/02/2022,86200,160,92.07
12/02/2022,61550,150,79.64
12/02/2022,86180,140,72.08
12/02/2022,86400,170,0.1
12/02/2022,61560,150,2.63
12/02/2022,81200,160,185.81
12/02/2022,61540,150,1.45
12/02/2022,66090,130,0.9
12/02/2022,61520,150,109.77
12/02/2022,65740,110,504.01
12/02/2022,86100,120,21.67
12/02/2022,86360,150,125.77
12/02/2022,62560,120,17.08
13/02/2015,68050,170,0.21
13/02/2015,65550,110,75.94
13/02/2015,66130,130,81.52
13/02/2015,62550,120,32.03
13/02/2015,66530,140,25.8
13/02/2015,65760,110,9.14
13/02/2015,72340,170,90
13/02/2015,66090,130,0.68
